Campaign Name,Mediaplan,Campaign Mp Label,Datasource_y
MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_SEM_PROMOXBOX_AFFINITYAUDIENCE_CPC_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Abril-PromoXbox,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Google_SEM_Promo Xbox_Affinity Audience_CPC_Evening Me,Google Adwords
MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_TWITTER_TWITTER_VIDEOVIEWS_CPV_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Abril-PromoXbox,MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Promo Xbox_Twitter_Twitter_Video Views_CPV_Evening Me,Twitter
MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_TWITTER_TWITTER_VIDEOVIEWS_CPV_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Mayo-PromoXbox,MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Promo Xbox_Twitter_Twitter_Video Views_CPV_Evening Me,Twitter
MCMPR_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SIZMEK_MID-MORNINGSNACK_CPCV-EIKON,2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam,MCMPR_2021_GTM_Kelloggs_Special K bars_Seasonal_Home Office_Sizmek_Mid-Morning Snack_CPCV-Eikon,Other Channels
MCMPR_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SIZMEK_MID-MORNINGSNACK_CPCV-EIKON,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMPR_2021_GTM_Kelloggs_Special K bars_Seasonal_Home Office_Sizmek_Mid-Morning Snack_CPCV-Eikon,Other Channels
MCMPR_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SIZMEK_MID-MORNINGSNACK_CPCV-EIKON,2021_ktbo_kube_Adverity_Mediaplan_Abril-Caricam,MCMPR_2021_CRI_Kelloggs_Special K bars_Seasonal_Home Office_Sizmek_Mid-Morning Snack_CPCV-Eikon,Other Channels
MCMPR_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_SIZMEK_MID-MORNINGSNACK_CPCV-EIKON,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Caricam,MCMPR_2021_CRI_Kelloggs_Special K bars_Seasonal_Home Office_Sizmek_Mid-Morning Snack_CPCV-Eikon,Other Channels
MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_SEM_PROMOXBOX_AFFINITYAUDIENCES_CPC_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Mayo-PromoXbox,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Google_SEM_Promo Xbox_Affinity Audiences_CPC_Evening Me,Google Adwords
MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_SEM_PROMOXBOX_AFFINITYAUDIENCES_CPC_EVENINGME,2021_ktbo_kube_Adverity_Mediaplan_Mayo-PromoXbox,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Google_SEM_Promo Xbox_Affinity Audiences_CPC_Evening Me,Google Adwords
MCMMIA_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Colombia,MCMMIA_2021_COL_Kelloggs_Corporate Promotions_Seasonal_Google_Youtube_Back to School_Affinity Audiences_CPV_Family Breakfast,Google Adwords
MCMMIA_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Colombia,MCMMIA_2021_COL_Kelloggs_Corporate Promotions_Seasonal_Back to School_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast,Facebook Ads Insights
MCMMIA_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Colombia,MCMMIA_2021_COL_Kelloggs_Corporate Promotions_Seasonal_Google_Youtube_Back to School_Affinity Audiences_CPM_Family Breakfast,Google Adwords
MCMMIA_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Colombia,MCMMIA_2021_COL_Kelloggs_Corporate Promotions_Seasonal_Back to School_Facebook_Facebook and Instagram_Website Clicks_CPC_Family Breakfast,Facebook Ads Insights
MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPV-KIDSCORP,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Colombia,MCMCO_2021_COL_Kelloggs_Corporate Promotions_Seasonal_Back to School_Sizmek_Family Breakfast_CPV-Kidscorp,Other Channels
MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPM-AUDIO,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Colombia,MCMCO_2021_COL_Kelloggs_Corporate Promotions_Seasonal_Back to School_Sizmek_Family Breakfast_CPM-Audio,Other Channels
MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Colombia,MCMCO_2021_COL_Kelloggs_Corporate Promotions_Seasonal_Back to School_Sizmek_Family Breakfast_CPM-Xaxis - Standard Banners,Sizmek Sas
MCMCO_2021_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPC-TAPTAP-STANDARDBANNER,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Colombia,MCMCO_2021_COL_Kelloggs_Extra_Seasonal_Extra_Sizmek_Breakfast for One_CPC-Tap Tap-Standard Banner,Other Channels
MCMCO_2021_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPV-XAXIS-VIDEO,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Colombia,MCMCO_2021_COL_Kelloggs_Extra_Seasonal_Extra_Sizmek_Breakfast for One_CPV-Xaxis - Video,Sizmek Sas
MCMCO_2021_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-INTERSTITIAL,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Colombia,MCMCO_2021_COL_Kelloggs_Extra_Seasonal_Extra_Sizmek_Breakfast for One_CPM-Xaxis - interstitial,Sizmek Sas
MCMCO_2021_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPM-TAPTAP-VIDEO,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Colombia,MCMCO_2021_COL_Kelloggs_Extra_Seasonal_Extra_Sizmek_Breakfast for One_CPM-Tap Tap-Video,Other Channels
MCMCO_2021_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-DISPLAY,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Colombia,MCMCO_2021_COL_Kelloggs_Extra_Seasonal_Extra_Sizmek_Breakfast for One_CPM-Xaxis - Display,Sizmek Sas
MCMCO_2021_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_SIZMEK_BREAKFASTFORONE_CPM-SUNMEDIA,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Colombia,MCMCO_2021_COL_Kelloggs_Extra_Seasonal_Extra_Sizmek_Breakfast for One_CPM-Sunmedia,Other Channels
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALWAYSCLOSETOYOU_TWITTER_TWITTER_VIEWS_CPV_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Mexico,MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Always Close To You_Twitter_Twitter_Views_CPV_Family Breakfast,Twitter
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALWAYSCLOSETOYOU_TWITTER_TWITTER_VIEWS_FIXED_FAMILYBREAKFAST,2021_ktbo_kube_Adverity_Mediaplan_Mayo-Mexico,MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Always Close To You_Twitter_Twitter_Views_Fixed_Family Breakfast,Twitter
MCMMIA_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_XAXIS_YOUTUBE_INSERTOS2_AFFINITYAUDIENCES_CPV,2021_ktbo_kube_Adverity_Mediaplan_Diciembre-Colombia,MCMMIA_2020_COL_Kelloggs_Corporate Promotions_Seasonal_Xaxis_Youtube_Insertos 2_Affinity Audiences_CPV_Breakfast for One,Other Channels
MCMMIA_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_XAXIS_YOUTUBE_INSERTOS2_AFFINITYAUDIENCES_CPV,2021_ktbo_kube_Adverity_Mediaplan_Diciembre-Colombia,MCMMIA_2020_COL_Kelloggs_Corporate Promotions_Seasonal_Xaxis_Youtube_Insertos 2_Affinity Audiences_CPV_Breakfast for One,Other Channels
MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_HEALTYKIDS_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-DISPLAY,2021_ktbo_kube_Adverity_Mediaplan_Diciembre-Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Healty Kids_Sizmek_Family Breakfast_CPM-Xaxis - Display,Sizmek Sas
MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_HEALTYKIDS_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-DISPLAY,2021_ktbo_kube_Adverity_Mediaplan_Diciembre-Colombia,MCMCO_2020_COL_Kelloggs_Masterbrand_Seasonal_Healty Kids_Sizmek_Family Breakfast_CPM-Xaxis - Display,Sizmek Sas
KTBO_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_EQUITY_INFLUENCER-INSTAGRAM_FAMILYBREAKFAST,2020_ktbo_kube_Adverity_Mediaplan_ExpChocoMX_Influencers,KTBO_2020_MEX_Kelloggs_ChocoKrispis_Seasonal_Equity_Influencer-Instagram_Familybreakfast,Other Channels
KTBO_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_EQUITY_TIKTOK_FAMILYBREAKFAST,2020_ktbo_kube_Adverity_Mediaplan_ExpChocoMX_Influencers,KTBO_2020_MEX_Kelloggs_ChocoKrispis_Seasonal_Equity_TikTok_Familybreakfast,Other Channels
KTBO_2020_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_EQUITY_INFLUENCER-YOUTUBE_FAMILYBREAKFAST,2020_ktbo_kube_Adverity_Mediaplan_ExpChocoMX_Influencers,KTBO_2020_MEX_Kelloggs_ChocoKrispis_Seasonal_Equity_Influencer-Youtube_Familybreakfast,Other Channels
MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_ARMALARUMBA_AFFINITYAUDIENCES_CPV,2020_ktbo_kube_Adverity_Mediaplan_Noviembre-Colombia,MCMMIA_2020_COL_Kelloggs_Pringles_Seasonal_Xaxis_Youtube_Arma la Rumba_Affinity Audiences_CPV_Evening Me,Other Channels
MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_XAXIS_YOUTUBE_ARMALARUMBA_AFFINITYAUDIENCES_CPM,2020_ktbo_kube_Adverity_Mediaplan_Noviembre-Colombia,MCMMIA_2020_COL_Kelloggs_Pringles_Seasonal_Xaxis_Youtube_Arma la Rumba_Affinity Audiences_CPM_Evening Me,Other Channels
MCMMIA_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_XAXIS_YOUTUBE_FROOTLOOPSJUMBO_AFFINITYAUDIENCES_CPV,2020_ktbo_kube_Adverity_Mediaplan_Noviembre-Colombia,MCMMIA_2020_COL_Kelloggs_Froot Loops_Seasonal_Xaxis_Youtube_Froot Loops Jumbo_Affinity Audiences_CPV_Mid-Morning Snack,Other Channels
MCMMIA_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_XAXIS_YOUTUBE_FROOTLOOPSJUMBO_AFFINITYAUDIENCES_CPM,2020_ktbo_kube_Adverity_Mediaplan_Noviembre-Colombia,MCMMIA_2020_COL_Kelloggs_Froot Loops_Seasonal_Xaxis_Youtube_Froot Loops Jumbo_Affinity Audiences_CPM_Mid-Morning Snack,Other Channels
KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_TWITTER_TWITTER_AWARENESS_CPM,10302020ktbo_kube_AdverityMediaplan_Octubre-Brasil-QueSaco,KTBO_2020_BRA_Kelloggs_Pringles_Seasonal_QueSaco_Twitter_Twitter_Awareness_CPM_EveningWe,Other Channels
KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_TWITTER_TWITTER_AWARENESS_CPM,10302020ktbo_kube_AdverityMediaplan_Octubre-Brasil-QueSaco,KTBO_2020_BRA_Kelloggs_Pringles_Seasonal_QueSaco_Twitter_Twitter_Awareness_CPM_EveningWe,Other Channels
KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_PIPOCANDO_CPV_EVENINGLEISURETIME,10302020ktbo_kube_AdverityMediaplan_Octubre-Brasil-QueSaco,KTBO_2020_BRA_Kelloggs_Pringles_Seasonal_QueSaco_Pipocando_CPV_EveningLeisureTime,Other Channels
KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_PIPOCANDO_CPV_EVENINGLEISURETIME,10302020ktbo_kube_AdverityMediaplan_Octubre-Brasil-QueSaco,KTBO_2020_BRA_Kelloggs_Pringles_Seasonal_QueSaco_Pipocando_CPV_EveningLeisureTime,Other Channels
MCMCO_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_RAPPI-MUSLI_SIZMEK_BREAKFASTFORONE_CPM-XAXIS–DISPLAY,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMCO_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_RAPPI-MUSLI_SIZMEK_BREAKFASTFORONE_CPM-XAXIS–DISPLAY,Sizmek Sas
MCMCO_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_FAMILYBREAKFAST_CPM-TAPTAP-DISPLAY-STANDARBANNER,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMCO_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_FAMILYBREAKFAST_CPM-TAPTAP-DISPLAY-STANDARBANNER,Sizmek Sas
MCMCO_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMCO_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO,Sizmek Sas
MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_TWITTER_TWITTER_REACH_CPM_BREAKFASTFORONE,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMCO_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_TWITTER_TWITTER_REACH_CPM_BREAKFASTFORONE,Twitter
MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_CASAPREMIOS_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMCO_2020_COL_Kelloggs_Pringles_Seasonal_Casa Premios_Sizmek_Evening Me_CPM-Xaxis - Display,Sizmek Sas
MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_PRINGLESWAVY_SIZMEK_BREAKFASTFORONE_CPM-TEADS- DISPLAY,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_PRINGLESWAVY_SIZMEK_BREAKFASTFORONE_CPM-TEADS- DISPLAY,Other Channels
MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOMCDONALDS_SIZMEK_MID-MORNINGSNACK_CPM-XAXIS–DISPLAY,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMCO_2020_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOMCDONALDS_SIZMEK_MID-MORNINGSNACK_CPM-XAXIS–DISPLAY,Sizmek Sas
MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_SIZMEK_EVENINGME_CPCV-XAXIS-VIDEO,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_ARG_Kelloggs_Pringles_Seasonal_Movimiento Pringles_Sizmek_Evening Me_CPCV-Xaxis - Video,Sizmek Sas
MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_SIZMEK_EVENINGME_CPM-XAXIS,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_ARG_Kelloggs_Pringles_Seasonal_Movimiento Pringles_Sizmek_Evening Me_CPM-Xaxis,Sizmek Sas
MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_SIZMEK_EVENINGME_CPM-XAXIS-SCROLLREACTIVE,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_ARG_Kelloggs_Pringles_Seasonal_Movimiento Pringles_Sizmek_Evening Me_CPM-Xaxis - Scroll Reactive,Sizmek Sas
MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_SIZMEK_EVENINGME_CPM-XAXIS-VIDEOBOARD,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_ARG_Kelloggs_Pringles_Seasonal_Movimiento Pringles_Sizmek_Evening Me_CPM-Xaxis - Video Board,Sizmek Sas
MCMMIA_2020_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_MEZCLADITO_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_MEZCLADITO_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,Google Adwords
MCMMIA_2020_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEZCLADITO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_CRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEZCLADITO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_SNACKEAYGANA_AFFINITYAUDIENCES_CPA_EVENINGME,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_CRI_Kelloggs_Pringles_Seasonal_Google_Youtube_SnackeayGana_AffinityAudiences_CPA_EveningMe,Google Adwords
MCMMIA_2020_DOM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_SNACKEAYGANA_AFFINITYAUDIENCES_CPA_EVENINGME,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_DOM_Kelloggs_Pringles_Seasonal_Google_Youtube_SnackeayGana_AffinityAudiences_CPA_EveningMe,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_MEZCLADITO_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_MEZCLADITO_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST,Google Adwords
MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEZCLADITO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEZCLADITO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,Facebook Ads Insights
MCMMIA_2020_GTM_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_SNACKEAYGANA_AFFINITYAUDIENCES_CPA_EVENINGME,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_GTM_Kelloggs_Pringles_Seasonal_Google_Youtube_SnackeayGana_AffinityAudiences_CPA_EveningMe,Google Adwords
MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_COMUNICADO9MARZO_TWITTER_TWITTER_REACH_CPM_FAMILYBREAKFAST,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_COMUNICADO9MARZO_TWITTER_TWITTER_REACH_CPM_FAMILYBREAKFAST,Twitter
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_MEZCLADITO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_MEZCLADITO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_TWITTER_TWITTER_VIEWS_CPV_EVENINGME,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_TWITTER_TWITTER_VIEWS_CPV_EVENINGME,Twitter
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_TWITTER_TWITTER_ENGAGEMENT_CPE_EVENINGME,2020_ktbo_kube_Adverity_Mediaplan_EneroAgosto-AllRegions,MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_TWITTER_TWITTER_ENGAGEMENT_CPE_EVENINGME,Twitter
