Campaign Name,Date,Datasource
MCMMIA_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-01-01,Facebook Ads Insights
MCMMIA_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CHOCODILEMA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-04-23,Facebook Ads Insights
MCMMIA_2021_SLV_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_MEDIUMBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-03-08,Facebook Ads Insights
MCMMIA_2021_SLV_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_FACEBOOK_FACEBOOKANDINSTAGRAM_BRANDAWARENESS_CPM_BREAKFASTFORONE,2021-06-08,Facebook Ads Insights
MCMMIA_2021_SLV_KELLOGGS_KOMPLETE_SEASONAL_KOMPLETE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2021-02-23,Facebook Ads Insights
MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2021-03-08,Facebook Ads Insights
MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2021-05-14,Facebook Ads Insights
MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-03-27,Facebook Ads Insights
MCMMIA_2021_SLV_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021-06-01,Facebook Ads Insights
MCMMIA_2021_SLV_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME,2021-05-01,Facebook Ads Insights
MCMMIA_2021_SLV_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021-02-17,Facebook Ads Insights
MCMMIA_2021_SLV_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_EVENINGME,2021-03-05,Facebook Ads Insights
MCMMIA_2021_SLV_KELLOGGS_WELCOMEPLAN_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-06-11,Facebook Ads Insights
MCMMIA_2021_SLV_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-04-06,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_M&MS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-01-04,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_ALIMENTOSDECALIDAD_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-04-07,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_BENEFICIOSCEREAL_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2021-03-25,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CEREALRELEVANCE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2021-01-25,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CIMMYT_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2021-01-31,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_DIADELAFELICIDAD_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-03-20,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_DIADELATIERRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-04-22,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_EMPAQUESSUSTENTABLES_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-06-05,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_KELLOGGWINNINGCULTURE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2021-02-22,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_MADRESTRABAJADORAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-05-10,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NT_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2021-03-08,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NUEVOAÑO_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2021-01-12,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_TOTALANDHEALTH_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-05-17,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_WINNINGBODYANDMINE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2021-02-14,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_AFTERNOONSNACK,2021-04-05,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_AFTERNOONSNACK,2021-03-03,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_AFTERNOONSNACK,2021-03-05,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOK_VIDEOVIEWS_CPCV_AFTERNOONSNACK,2021-02-26,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_INSTAGRAM_REACH_CPM_AFTERNOONSNACK,2021-03-12,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_INSTAGRAM_VIDEOVIEWS_CPCV_AFTERNOONSNACK,2021-02-26,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_BREAKFASTFORONE,2021-01-04,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPM_BREAKFASTFORONE,2021-04-28,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2021-01-15,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE,2021-03-12,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2021-01-04,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2021-03-03,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALWAYSCLOSETOYOU_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-01-27,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALWAYSCLOSETOYOU_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_FAMILYBREAKFAST,2021-05-07,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2021-02-10,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-01-28,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE,2021-03-12,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2021-02-10,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DIADELAMADRE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2021-05-09,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DIADELAMADRE_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2021-05-07,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_FREESTAMP_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2021-05-03,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_FREESTAMP_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE,2021-05-03,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_FREESTAMP_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2021-05-03,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_FREESTAMP_FACEBOOK_FACEBOOK_VIDEOVIEWS_CPCV_BREAKFASTFORONE,2021-04-01,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-02-22,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_INFLUENCESYSTEM_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2021-05-17,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_KRUNCHERS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2021-05-28,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_KRUNCHERS_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-06-11,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PANADERIA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2021-02-05,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PANADERIA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2021-02-05,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PANADERIA_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2021-03-05,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_ARMATEELCINE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_SALTYSNACKS,2021-06-08,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021-03-05,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_EVENINGME,2021-03-05,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITYGDL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021-01-26,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-01-18,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_FAMILYBREAKFAST,2021-05-26,Facebook Ads Insights
MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_FAMILYBREAKFAST,2021-01-18,Facebook Ads Insights
KTBO_2020_BRA_KELLOGGS_MASTERBRAND_SEASONALITY_DIADAALIMENTAÇÃO_FACEBOOK_FACEBOOK&INSTAGRAM_AWARENESS_CPM,2020-10-13,Facebook Ads Insights
KTBO_2020_BRA_KELLOGGS_PARATI_SEASONAL_MINUETOMEGA_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGWE,2020-10-19,Facebook Ads Insights
KTBO_2020_BRA_KELLOGGS_PRINGLES_ALWAYSON_ALWAYSON_FACEBOOK_INSTAGRAM_AWARENESS_CPM_,2020-02-21,Facebook Ads Insights
KTBO_2020_BRA_KELLOGGS_PRINGLES_ALWAYSON_ALWAYSON_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGLEISURETIME,2020-03-10,Facebook Ads Insights
KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_FACEBOOK_FACEBOOK_AWARENESS_CPM_EVENINGLEISURETIME,2020-03-09,Facebook Ads Insights
KTBO_2020_BRA_KELLOGGS_PRINGLES_SEASONAL_QUESACO_FACEBOOK_INSTAGRAM_AWARENESS_CPM_EVENINGLEISURETIME,2020-04-02,Facebook Ads Insights
KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_COVID_FACEBOOK_FACEBOOK_AWARENESS_CPM_MORNINGBREAKFAST,2020-08-04,Facebook Ads Insights
KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_TIGER_FACEBOOK_FACEBOOK_AWARENESS_CPM_MORNINGBREAKFAST,2020-05-29,Facebook Ads Insights
KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_TIGER_FACEBOOK_INSTAGRAM_AWARENESS_CPM_MORNINGBREAKFAST,2020-06-23,Facebook Ads Insights
KTBO_2020_BRA_KELLOGGS_SUCRILHOS_SEASONAL_TOPOFMIND_FACEBOOK_INSTAGRAM_AWARENESS_CPM_MORNINGBREAKFAST,2020-10-30,Facebook Ads Insights
KTBO_2020_BRA_PARATI_MASSAS_SEASONALITY_GRANODURO_FACEBOOK_FACEBOOK&INSTAGRAM_AWARENESS_CPM_EVENWE,2020-03-26,Facebook Ads Insights
KTBO_2020_BRA_PARATI_TRINK_ALWAYSON_ALWAYSON_FACEBOOK_FACEBOOK&INSTAGRAM_AWARENESS_CPM_MIDMORNINGSNACK,2020-01-31,Facebook Ads Insights
KTBO_2020_BRA_PARATI_TRINK_ALWAYSON_ALWAYSON_FACEBOOK_INSTAGRAM_AWARENESS_CPM_MIDMORNINGSNACK,2020-02-09,Facebook Ads Insights
MCMMIA_2019_MEX_PRINGLES_PRINGLES_SEASONAL_XMAS_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_EVENINGME,2020-01-01,Facebook Ads Insights
MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONQUEDATEENCASA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-06-19,Facebook Ads Insights
MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-08-19,Facebook Ads Insights
MCMMIA_2020_ARG_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME,2020-02-25,Facebook Ads Insights
MCMMIA_2020_BHS_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_FACEBOOK_BRANDING_CPM_AFTERNOONSNACK,2020-10-16,Facebook Ads Insights
MCMMIA_2020_BMU_KELLOGGS_CHEEZIT_SEASONAL_CHEEZIT_FACEBOOK_FACEBOOKANDINSTAGRAM_BRANDING_CPM_AFTERNOONSNACK,2020-10-16,Facebook Ads Insights
MCMMIA_2020_CENAM_KELLOGGS_CHOCOKRISPIS_SEASONAL_CHOCOKRISPIS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-03-23,Facebook Ads Insights
MCMMIA_2020_CENAM_KELLOGGS_CHOCOKRISPIS_SEASONAL_CHOCOKRISPIS_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-03-21,Facebook Ads Insights
MCMMIA_2020_CENAM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-01-02,Facebook Ads Insights
MCMMIA_2020_CENAM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-01-02,Facebook Ads Insights
MCMMIA_2020_CENAM_KELLOGGS_MASTERBRAND_SEASONAL_CHEEZIT_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE,2020-03-20,Facebook Ads Insights
MCMMIA_2020_CENAM_KELLOGGS_MASTERBRAND_SEASONAL_CHEEZIT_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-03-20,Facebook Ads Insights
MCMMIA_2020_CENAM_KELLOGGS_MASTERBRAND_SEASONAL_DIADELCEREAL_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE,2020-03-07,Facebook Ads Insights
MCMMIA_2020_CENAM_KELLOGGS_MASTERBRAND_SEASONAL_DIADELCEREAL_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-03-07,Facebook Ads Insights
MCMMIA_2020_CENAM_KELLOGGS_SPECIALK_SEASONAL_SPECIALKMEDITATION_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-05-01,Facebook Ads Insights
MCMMIA_2020_CENAM_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-03-25,Facebook Ads Insights
MCMMIA_2020_CENAM_KELLOGGS_ZUCARITAS_SEASONAL_RECREATE_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-03-25,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-09-25,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_CHOCOKRISPIS_SEASONAL_EXPERIENCIACHOCOKRISPIS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_FAMILYBREAKFAST,2020-09-25,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_INSERTOS2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-12-14,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_INSERTOS_FACEBOOK_FACEBOOKANDINSTAGRAM_BRANDAWARENESS_CPM_FAMILYBREAKFAST,2020-03-25,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_RAPPI-MUSLI_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-05-01,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_RAPPI-MUSLI_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_FAMILYBREAKFAST,2020-05-01,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE,2020-09-21,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-10-15,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-09-21,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-08-03,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-04-08,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-04-08,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-04-09,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_MASTERBRAND_SEASONAL_INCANSABLES_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-08-14,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONQUEDATEENCASA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-06-19,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-08-19,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-11-04,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_ARMALARUMBA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_EVENINGME,2020-11-04,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_CASAPREMIOS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-08-04,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_FINALCHAMPIONS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-08-23,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-04-14,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOMCDONALDS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-03-10,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_PRINGLES_SEASONAL_WAVY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-06-10,Facebook Ads Insights
MCMMIA_2020_COL_KELLOGGS_ZUCARITAS_SEASONAL_FINALCHAMPIONS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-08-23,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-06-15,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_FACEBOOK_FACEBOOK_REACH_CPM_MID-MORNINGSNACK,2020-06-15,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_CHEEZIT_SEASONAL_GALLETAOSNACK_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-06-15,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_CHOCOKRISPIS_SEASONAL_KOOLCHARAS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-04-02,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_CHOCOKRISPIS_SEASONAL_KOOLCHARAS_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-04-02,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-06-26,Facebook Ads Insights
MCMMIA_2020_CRI_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-10-20,Facebook Ads Insights
