Campaign Name,Date,Datasource
MCMMIA_2020_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_WOMENOFKELLOGG_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-08-12,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_AFFAIRS-BREAKFASTASUSUAL_FACEBOOK_FACEBOOK_VIDEOVIEWS_CPCV_FAMILYBREAKFAST,2020-04-17,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CORPORATEAFFAIRS-100AÑOS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-05-18,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CORPORATEAFFAIRS-10DEMAYO_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-05-11,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CORPORATEAFFAIRS-HISTORIAPERSONAJES_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-05-14,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CORPORATEAFFAIRS-LOGROS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-05-26,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_COVIDHAGAMOSFAMILIA_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-06-01,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CRAYOLA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-08-01,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_CRAYOLA_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_FAMILYBREAKFAST,2020-08-12,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GANAPREMIOS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-11-24,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GANAPREMIOS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_FAMILYBREAKFAST,2020-11-24,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_HAGAMOSFAMILIA_FACEBOOK_FACEBOOK_VIDEOVIEWS_CPCV_FAMILYBREAKFAST,2020-11-12,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_HASBRO_FACEBOOK_FACEBOOK_ENGAGEMENT_CPE_FAMILYBREAKFAST,2020-01-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_KOOLCHARAS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-03-02,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_KOOLCHARAS_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_FAMILYBREAKFAST,2020-03-11,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_BREAKFASTFORONE,2020-11-17,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-06-05,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE,2020-11-24,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-09-08,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-08-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_INSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-08-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_EXTRA_SEASONAL_REDCITY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-01-13,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_KASHI_SEASONAL_KASHI_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-11-18,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_KASHI_SEASONAL_KASHI_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-06-18,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_KETALKELLOGGS_SEASONAL_KETALKELLOGGS_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_BREAKFASTFORONE,2020-11-23,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_KETALKELLOGGS_SEASONAL_KETALKELLOGGS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-11-23,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_KETALKELLOGGS_SEASONAL_KETALKELLOGGS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-11-23,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALLOCCASIONSCONTENT_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE,2020-10-06,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALLOCCASIONS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-08-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALLOCCASIONS_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE,2020-09-25,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALLOCCASIONS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-08-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_COMIDADELIVERY_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE,2020-04-14,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_COOKIESKIDS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-08-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_COOKIESKIDS_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-08-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-03-16,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-11-13,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_CORONAVIRUS_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-04-21,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESAYUNOSMARCO2_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-04-16,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESAYUNOSMARCO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-04-09,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DONATIVOS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-11-13,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DÍADELNIÑO_FACEBOOK_FACEBOOK_REACH_CPM_BREAKFASTFORONE,2020-04-29,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_EMBAJADORES_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_BREAKFASTFORONE,2020-12-09,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_EMBAJADORES_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-12-09,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_EMBAJADORES_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-12-09,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_FROOTLOOPSJUMBO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-05-13,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOPARTNERSHIP_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-08-04,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_KELLOBYTEPOST1_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-05-04,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PANADERIA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-09-08,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PANADERIA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-10-16,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PANADERIA_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-09-08,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PEQUEÑOSHEROES_FACEBOOK_FACEBOOK_VIDEOVIEWS_CPCV_BREAKFASTFORONE,2020-09-11,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PEQUEÑOSHEROES_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-09-11,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MASTERBRAND_SEASONAL_WELCOMEPLAN_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-04-13,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_MEZCLADITO_SEASONAL_MEZCLADITO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-05-13,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_POPTARTS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-08-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_POPTARTS_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-08-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_UGLYSWEATER_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-11-10,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_UGLYSWEATER_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_MID-MORNINGSNACK,2020-11-10,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_POPTARTS_SEASONAL_UGLYSWEATER_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-10-30,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSONPRIDE_FACEBOOK_INSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-06-18,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-09-11,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_DÍAGAMER_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME,2020-08-27,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_FINALCHAMPIONS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-08-23,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_GAMINGFLAVOR_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-09-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_GAMINGFLAVOR_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME,2020-09-10,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_JNS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-11-25,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLESCINEPOLISKLICFARMACIASGUADALAJARA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-09-04,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLESCINEPOLIS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-06-25,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-03-19,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-04-23,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_MOVIMIENTOPRINGLES_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME,2020-02-01,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_EVENINGME,2020-01-13,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-01-06,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME,2020-01-13,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_WAVY_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_EVENINGME,2020-08-05,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_PRINGLES_SEASONAL_XMASPROMOMUSIC_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_EVENINGME,2020-11-20,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-08-10,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_MID-MORNINGSNACK,2020-06-01,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_FACEBOOK_REACH_CPM_MID-MORNINGSNACK,2020-02-05,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_MID-MORNINGSNACK,2020-05-15,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-05-15,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_INSTAGRAM_VIDEOVIEWS_CPCV_MID-MORNINGSNACK,2020-02-13,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIESTREAT_FACEBOOK_INSTAGRAM_WEBSITECLICKS_CPC_MID-MORNINGSNACK,2020-02-05,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_RICEKRISPIES_SEASONAL_RICEKRISPIES_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_MID-MORNINGSNACK,2020-11-20,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_SPECIALKBARS_SEASONAL_SPECIALKBARS_FACEBOOK_FACEBOOKANDINSTAGRAM_IMPRESSIONS_CPM_MID-MORNINGSNACK,2020-03-06,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_SPECIALKBARS_SEASONAL_SPECIALKBARS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-01-22,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_SPECIALKBARS_SEASONAL_SPECIALKBARS_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-01-22,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_ORIGINAL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-10-01,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_ORIGINAL_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-10-01,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_ROXANA1-MEDITACIONGUIADALIVE_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-04-17,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_ROXANA2-TRESSESIONESMÁS_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_BREAKFASTFORONE,2020-05-01,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_ROXANA3-TRANQUILIDADSEMANA_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-05-08,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_ROXANA3-TRANQUILIDADSEMANA_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-05-08,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_TOTEBAGS_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE,2020-01-28,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_TOTEBAGS_FACEBOOK_FACEBOOK_VIDEOVIEWS_CPCV_BREAKFASTFORONE,2020-01-01,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_TOTEBAGS_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-01-07,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_SPECIALK_SEASONAL_VERSATILIDAD_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE,2020-05-22,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_DIADELAMADRE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-05-08,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_DINNER,2020-08-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-04-08,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-08-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_DINNER,2020-08-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_FAMILYBREAKFAST,2020-04-06,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_MID-MORNINGSNACK,2020-08-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_FACEBOOK_INSTAGRAM_REACH_CPM_DINNER,2020-08-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-06-10,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_EQUITY_FACEBOOK_INSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-08-03,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_FINALCHAMPIONS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-08-23,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_GOPARTNERSHIP_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-08-04,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PROMOCINEMEX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-01-06,Facebook Ads Insights
MCMMIA_2020_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PROMONFL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-12-02,Facebook Ads Insights
MCMMIA_2020_NIC_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-10-29,Facebook Ads Insights
MCMMIA_2020_NIC_KELLOGGS_MASTERBRAND_SEASONAL_DONATIVOS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-11-13,Facebook Ads Insights
MCMMIA_2020_NIC_KELLOGGS_PRINGLES_SEASONAL_DESTAPAYGANA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-09-04,Facebook Ads Insights
MCMMIA_2020_NIC_KELLOGGS_PRINGLES_SEASONAL_XMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2020-12-07,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_CHOCOKRISPIS_SEASONAL_KOOLCHARAS_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-03-20,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_CHOCOKRISPIS_SEASONAL_KOOLCHARAS_FACEBOOK_INSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-03-20,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-06-26,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_CHOCOKRISPIS_SEASONAL_REFORMULACION_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST,2020-10-20,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPSJUMBO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-09-21,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_FROOTLOOPS_SEASONAL_FROOTLOOPS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_MID-MORNINGSNACK,2020-12-01,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-08-24,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_MASTERBRAND_SEASONAL_HAGAMOSFAMILIA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE,2020-08-20,Facebook Ads Insights
MCMMIA_2020_PAN_KELLOGGS_MEZCLADITO_SEASONAL_MEZCLADITO_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2020-09-01,Facebook Ads Insights
