"Campaign Name","Mediaplan","Mediaplan Placement","Current value","Campaign Mp Label"
"MCMCO_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPC-TAPTAP-STANDARDBANNER","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","Tap Tap-Standard Banner-CO","","MCMCO_2021_COL_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPC-Tap Tap-Standard Banner"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPCV-XAXISPRE-ROLL","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","Xaxis Pre-Roll-MX","","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPCV-Xaxis Pre-Roll"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_PROMOXBOX_AFFINITYAUDIENCES_CPV_EVENINGME","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","Youtube-MX","","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Google_Youtube_Promo Xbox_Affinity Audiences_CPV_Evening Me"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Promo Xbox_Facebook_Facebook and Instagram_Reach_CPM_Evening Me"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_EVENINGME","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","Facebook and Instagram-MX","","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Promo Xbox_Facebook_Facebook and Instagram_Website Clicks_CPC_Evening Me"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_CORNERSHOP_EVENINGME_FIXED-CORNERSHOP","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","Cornershop-MX","353,080","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Promo Xbox_Cornershop_Evening Me_Fixed-Cornershop"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_TWITTER_TWITTER_VIDEOVIEWS_CPV_EVENINGME","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","Twitter-MX","854,348.00","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Promo Xbox_Twitter_Twitter_Video Views_CPV_Evening Me"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_GAMELOFT_EVENINGME_CPM-GAMELOFT","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","Gameloft-MX","2,024,782","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Promo Xbox_Gameloft_Evening Me_CPM-Gameloft"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_REDMAS_CPM_MORNINGBREAKFAST","0421_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Redmas-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_Redmas_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_FACEBOOK_FACEBOOKANDINSTAGRAM_AWARENESS_CPM_MORNINGBREAKFAST","0421_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Facebook and Instagram-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_Facebook_FacebookandInstagram_Awareness_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_GLOBO_CPM_MORNINGBREAKFAST","0421_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Globo.com-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_Globo_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_KIDSCORP_CPM_MORNINGBREAKFAST","0421_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","KidsCorp-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_KidsCorp_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_PLUTOTV_CPM_MORNINGBREAKFAST","0421_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Pluto TV-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_PlutoTV_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_VERIZON_CPM_MORNINGBREAKFAST","0421_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Verizon-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_Verizon_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_GOOGLE_CPM_MORNINGBREAKFAST","0421_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Google-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_Google_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_YOUTUBE_CPM_MORNINGBREAKFAST","0421_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Youtube-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_Youtube_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_TWITTER_TWITTER_AWARENESS_CPM","0421_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Twitter-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_Twitter_Twitter_Awareness_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_REDMAS_CPM_MORNINGBREAKFAST","2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Redmas-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_Redmas_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_FACEBOOK_INSTAGRAM_AWARENESS_CPM_MORNINGBREAKFAST","2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Facebook and Instagram-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_Facebook_Instagram_Awareness_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_PRINGLES_SEASONAL_WELCOMERUFFLES_GLOBO_CPM_MORNINGBREAKFAST","2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Goblo.com-BR","","KTBO_2021_BRA_Kelloggs_Pringles_Seasonal_WelcomeRuffles_Globo_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_KIDSCORP_CPM_MORNINGBREAKFAST","2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","KidsCorp-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_KidsCorp_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_PLUTOTV_CPM_MORNINGBREAKFAST","2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Pluto TV-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_PlutoTV_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_VERIZON_CPM_MORNINGBREAKFAST","2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Verizon-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_Verizon_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_GOOGLE_CPM_MORNINGBREAKFAST","2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Google-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_Google_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_YOUTUBE_CPM_MORNINGBREAKFAST","2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Youtube-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_Youtube_CPM_MorningBreakfast"
"KTBO_2021_BRA_KELLOGGS_SUCRILHOS_SEASONAL_LANÇAMENTO2021_TWITTER_TWITTER_AWARENESS_CPM","2021_KTBO_MediaBuying_MediaPlanTaxonomy_Sucrilhos_Launch","Twitter-BR","","KTBO_2021_BRA_Kelloggs_Sucrilhos_Seasonal_Lançamento2021_Twitter_Twitter_Awareness_CPM_MorningBreakfast"
"MCMMIA_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Youtube-CO","","MCMMIA_2021_COL_Kelloggs_Corporate Promotions_Seasonal_Google_Youtube_Back to School_Affinity Audiences_CPV_Breakfast for One"
"MCMMIA_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Facebook and Instagram-CO","25,098,948","MCMMIA_2021_COL_Kelloggs_Corporate Promotions_Seasonal_Back to School_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One"
"MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_KIDSCORP_BREAKFASTFORONE_CPV-KIDSCORP","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Kidscorp-CO","130,707.00","MCMCO_2021_COL_Kelloggs_Corporate Promotions_Seasonal_Back to School_Kidscorp_Breakfast for One_CPV-Kidscorp"
"MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_XAXIS-STANDARDBANNERS_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Xaxis - Standard Banners-CO","2,152,539","MCMCO_2021_COL_Kelloggs_Corporate Promotions_Seasonal_Back to School_Xaxis - Standard Banners_Breakfast for One_CPM-Xaxis - Standard Banners"
"MCMMIA_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Facebook and Instagram-CO","23,482,517","MCMMIA_2021_COL_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast"
"MCMMIA_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Youtube-CO","","MCMMIA_2021_COL_Kelloggs_Zucaritas_Seasonal_Google_Youtube_Pura Garra_Affinity Audiences_CPV_Family Breakfast"
"MCMMIA_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Youtube-CO","","MCMMIA_2021_COL_Kelloggs_Zucaritas_Seasonal_Google_Youtube_Pura Garra_Affinity Audiences_CPM_Family Breakfast"
"MCMMIA_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_BACKTOSCHOOL_AFFINITYAUDIENCES_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Youtube-CO","","MCMMIA_2021_COL_Kelloggs_Corporate Promotions_Seasonal_Google_Youtube_Back to school_Affinity Audiences_CPM_Breakfast for One"
"MCMMIA_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Facebook and Instagram-CO","38,881","MCMMIA_2021_COL_Kelloggs_Corporate Promotions_Seasonal_Back to school_Facebook_Facebook and Instagram_Website Clicks_CPC_Breakfast for One"
"MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_BREAKFASTFORONE_CPV-KIDSCORP","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Kidscorp-CO","72,086.00","MCMCO_2021_COL_Kelloggs_Corporate Promotions_Seasonal_Back to school_Sizmek_Breakfast for One_CPV-Kidscorp"
"MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_AUDIO_BREAKFASTFORONE_CPM-AUDIO","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Audio-CO","71,658","MCMCO_2021_COL_Kelloggs_Corporate Promotions_Seasonal_Back to school_Audio_Breakfast for One_CPM-Audio"
"MCMCO_2021_COL_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Xaxis - Standard Banners-CO","333,502","MCMCO_2021_COL_Kelloggs_Corporate Promotions_Seasonal_Back to school_Sizmek_Breakfast for One_CPM-Xaxis - Standard Banners"
"MCMMIA_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Facebook and Instagram-CO","28,915","MCMMIA_2021_COL_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Website Clicks_CPC_Family Breakfast"
"MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-NICKELODEON","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Nickelodeon-CO","1,961","MCMCO_2021_COL_Kelloggs_Zucaritas_Seasonal_Pura Garra_Sizmek_Family Breakfast_CPM-Nickelodeon"
"MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-CARTOONNETWORK","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Cartoon Network-CO","143,858","MCMCO_2021_COL_Kelloggs_Zucaritas_Seasonal_Pura Garra_Sizmek_Family Breakfast_CPM-Cartoon Network"
"MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Xaxis - Standard Banners-CO","970,537","MCMCO_2021_COL_Kelloggs_Zucaritas_Seasonal_Pura Garra_Sizmek_Family Breakfast_CPM-Xaxis - Standard Banners"
"MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPV-XAXIS-VIDEO","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Xaxis - Video-CO","75,912.00","MCMCO_2021_COL_Kelloggs_Zucaritas_Seasonal_Pura Garra_Sizmek_Family Breakfast_CPV-Xaxis - Video"
"MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-TAPTAP-RICHMEDIA","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","TapTap-RichMedia-CO","110,913","MCMCO_2021_COL_Kelloggs_Zucaritas_Seasonal_Pura Garra_Sizmek_Family Breakfast_CPM-TapTap-RichMedia"
"MCMMIA_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Facebook and Instagram-CO","7,546,889","MCMMIA_2021_COL_Kelloggs_Healthy Kids_Seasonal_Healthy Kids Granola_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast"
"MCMMIA_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Facebook and Instagram-CO","47,322","MCMMIA_2021_COL_Kelloggs_Healthy Kids_Seasonal_Healthy Kids Granola_Facebook_Facebook and Instagram_Website Clicks_CPC_Family Breakfast"
"MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_SIZMEK_FAMILYBREAKFAST_CPM-KIDSCORP","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Kidscorp-CO","52,952","MCMCO_2021_COL_Kelloggs_Healthy Kids_Seasonal_Healthy Kids Granola_Sizmek_Family Breakfast_CPM-Kidscorp"
"MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_KIDSCORP_FAMILYBREAKFAST_CPM-KIDSCORP","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Kidscorp-CO","250,000","MCMCO_2021_COL_Kelloggs_Healthy Kids_Seasonal_Healthy Kids Granola_Kidscorp_Family Breakfast_CPM-Kidscorp"
"MCMCO_2021_COL_KELLOGGS_HEALTHYKIDS_SEASONAL_HEALTHYKIDSGRANOLA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Xaxis - Standard Banners-CO","900,304","MCMCO_2021_COL_Kelloggs_Healthy Kids_Seasonal_Healthy Kids Granola_Sizmek_Family Breakfast_CPM-Xaxis - Standard Banners"
"MCMCO_2021_COL_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-SPOTIFY-TAKEOVER","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Spotify-Takeover-CO","","MCMCO_2021_COL_Kelloggs_Zucaritas_Seasonal_Pura Garra_Sizmek_Family Breakfast_CPM-Spotify-Takeover"
"MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_VIEWS_CPV_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Facebook and Instagram-CO","1,442,056.00","MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Views_CPV_Evening Me"
"MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPM_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Youtube-CO","","MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Google_Youtube_Always On_Affinity Audiences_CPM_Evening Me"
"MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPV_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Youtube-CO","","MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Google_Youtube_Always On_Affinity Audiences_CPV_Evening Me"
"MCMMIA_2021_COL_KELLOGGS_MASTERBRAND_SEASONAL_DIADELAMUJER_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Colombia","Facebook and Instagram-CO","","MCMMIA_2021_COL_Kelloggs_Masterbrand_Seasonal_Dia de la mujer_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One"
"MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis - Display-GT","369","MCMPR_2021_GTM_Kelloggs_Pringles_Seasonal_Veranox2_Sizmek_Evening Me_CPM-Xaxis - Display"
"MCMPR_2021_GTM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_XAXISPUSHNOTIFICATIONADS_EVENINGME_CPC-XAXISPUSHNOTIFICATIONADS","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis PUSH NOTIFICATION ADS-GT","","MCMPR_2021_GTM_Kelloggs_Pringles_Seasonal_Veranox2_Xaxis PUSH NOTIFICATION ADS_Evening Me_CPC-Xaxis PUSH NOTIFICATION ADS"
"MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis - Display-CR","12,482","MCMPR_2021_CRI_Kelloggs_Pringles_Seasonal_Veranox2_Sizmek_Evening Me_CPM-Xaxis - Display"
"MCMPR_2021_CRI_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_XAXISPUSHNOTIFICATIONADS_EVENINGME_CPC-XAXISPUSHNOTIFICATIONADS","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis PUSH NOTIFICATION ADS-CR","","MCMPR_2021_CRI_Kelloggs_Pringles_Seasonal_Veranox2_Xaxis PUSH NOTIFICATION ADS_Evening Me_CPC-Xaxis PUSH NOTIFICATION ADS"
"MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis - Display-PA","515","MCMPR_2021_PAN_Kelloggs_Pringles_Seasonal_Veranox2_Sizmek_Evening Me_CPM-Xaxis - Display"
"MCMPR_2021_PAN_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_XAXISPUSHNOTIFICATIONADS_EVENINGME_CPC-XAXISPUSHNOTIFICATIONADS","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis PUSH NOTIFICATION ADS-PA","","MCMPR_2021_PAN_Kelloggs_Pringles_Seasonal_Veranox2_Xaxis PUSH NOTIFICATION ADS_Evening Me_CPC-Xaxis PUSH NOTIFICATION ADS"
"MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_SIZMEK_EVENINGME_CPM-XAXIS-DISPLAY","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis - Display-DO","14,233","MCMPR_2021_DOM_Kelloggs_Pringles_Seasonal_Veranox2_Sizmek_Evening Me_CPM-Xaxis - Display"
"MCMPR_2021_DOM_KELLOGGS_PRINGLES_SEASONAL_VERANOX2_XAXISPUSHNOTIFICATIONADS_EVENINGME_CPC-XAXISPUSHNOTIFICATIONADS","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis PUSH NOTIFICATION ADS-DO","","MCMPR_2021_DOM_Kelloggs_Pringles_Seasonal_Veranox2_Xaxis PUSH NOTIFICATION ADS_Evening Me_CPC-Xaxis PUSH NOTIFICATION ADS"
"MCMPR_2021_GTM_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_XAXISPUSHNOTIFICATIONADS_MID-MORNINGSNACK_CPM-XAXISPUSHNOTIFICATIONADS","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis PUSH NOTIFICATION ADS-GT","","MCMPR_2021_GTM_Kelloggs_Special K bars_Seasonal_Home Office_Xaxis PUSH NOTIFICATION ADS_Mid-Morning Snack_CPM-Xaxis PUSH NOTIFICATION ADS"
"MCMPR_2021_CRI_KELLOGGS_SPECIALKBARS_SEASONAL_HOMEOFFICE_XAXISPUSHNOTIFICATIONADS_MID-MORNINGSNACK_CPM-XAXISPUSHNOTIFICATIONADS","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Xaxis PUSH NOTIFICATION ADS-CR","","MCMPR_2021_CRI_Kelloggs_Special K bars_Seasonal_Home Office_Xaxis PUSH NOTIFICATION ADS_Mid-Morning Snack_CPM-Xaxis PUSH NOTIFICATION ADS"
"MCMPR_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-EIKON","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Eikon-SV","","MCMPR_2021_SLV_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPV-Eikon"
"MCMMIA_2021_PRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_365BOWLS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-PR","","MCMMIA_2021_PRI_Kelloggs_Corporate Promotions_Seasonal_365 Bowls_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One"
"MCMMIA_2021_PRI_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_GOOGLE_YOUTUBE_365BOWLS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Youtube-PR","","MCMMIA_2021_PRI_Kelloggs_Corporate Promotions_Seasonal_Google_Youtube_365 Bowls_Affinity Audiences_CPV_Breakfast for One"
"MCMMIA_2021_GTM_KELLOGGS_CORPORATEPROMOTIONS_SEASONAL_BACKTOSCHOOL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Caricam","Facebook and Instagram-GT","","MCMMIA_2021_GTM_Kelloggs_Corporate Promotions_Seasonal_Back to School_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast"
