CTR,Placement Type,Package Name,Impressions (Net),Placement End Date,Advertiser Name,Clicks (Net),Placement ID,Total Media Cost,Campaign ID,Site Name,Campaign Start Date,Ad Duration,Video Fully Played,Placement Start Date,Average Video Percentage Complete (%),Ad Name,Video Played 25%,Impressions (Gross),Campaign Type,Advertiser ID,Section Name,Video Played 75%,Brand Name,Click Through (URL),Video Played 50%,Ad Format Name,Campaign End Date,Cost per Unit,Placement Name,Video Started,Cost Model,Video Average Duration (Sec),Day,Campaign Name,Date,Country_code,Campaign Label,Agency,Year,Market,Client,Brand_portfolio,Temporality,Initiative,Adserver,Consumption occasions,Platform,New Ad Format,unified_brand,Platform Cost,New Buying Type,Temp Campaign Name,date_copy,date_month,mplan_agency,Brand,cost_eval,Eval_scale,firstEval_scale,secondEval_scale,Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Platform_nc,ConsumptionOcassion_nc,CostType-Complement_nc,Campaign Name_snc_passed,Campaign Name_snc_failed,Campaign Name_snc_status,datasource_mediaplan,adverity_client_id,adverity_client_name
0.00%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_ARG-MAY_L13,1,5/31/2021 12:00:00 AM,MCMMIA_Pringles,0,1076594827,0.0,1074222480,Xaxis LATAM,5/4/2021 12:00:00 AM,0,0,5/4/2021 12:00:00 AM,0.00%,Standard Banner_160x600_Promo Xbox_Xaxis - SB_TG_ARG - MAY,0,1,Display,65663,RON ,0,MCMMIA_Pringles,https://www.pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_160x600,0,HTML5 Rich Media Banner,5/31/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_160x600_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - MAY_L13,0,CPM,0.00,5/26/2021 12:00:00 AM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-26,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banners_MAY_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banners,,pringles,0.0,CPM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-26,5,Mediacom,Pringles,,,,,MCMMIA,2021,ARG,KELLOGGS,PRINGLES,SEASONAL,PROMOXBOX,SIZMEK,EVENINGME,CPM-XAXIS-STANDARDBANNERS,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Platform_nc,ConsumptionOcassion_nc,CostType-Complement_nc",,passed,Sizmek Sas,3,ktboClient
0.00%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_ARG-MAY_L13,1,5/31/2021 12:00:00 AM,MCMMIA_Pringles,0,1076594828,0.0,1074222480,Xaxis LATAM,5/4/2021 12:00:00 AM,0,0,5/4/2021 12:00:00 AM,0.00%,Standard Banner_300x250_Promo Xbox_Xaxis - SB_TG_ARG - MAY,0,11,Display,65663,RON ,0,MCMMIA_Pringles,https://www.pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_300x250,0,HTML5 Rich Media Banner,5/31/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_300x250_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - MAY_L13,0,CPM,0.00,5/26/2021 12:00:00 AM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-26,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banners_MAY_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banners,,pringles,0.0,CPM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-26,5,Mediacom,Pringles,,,,,MCMMIA,2021,ARG,KELLOGGS,PRINGLES,SEASONAL,PROMOXBOX,SIZMEK,EVENINGME,CPM-XAXIS-STANDARDBANNERS,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Platform_nc,ConsumptionOcassion_nc,CostType-Complement_nc",,passed,Sizmek Sas,3,ktboClient
0.00%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_ARG-MAY_L13,0,5/31/2021 12:00:00 AM,MCMMIA_Pringles,0,1076594830,0.0,1074222480,Xaxis LATAM,5/4/2021 12:00:00 AM,0,0,5/4/2021 12:00:00 AM,0.00%,Standard Banner_320x50_Promo Xbox_Xaxis - SB_TG_ARG - MAY,0,10,Display,65663,RON ,0,MCMMIA_Pringles,https://www.pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_320x50,0,HTML5 Rich Media Banner,5/31/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_320x50_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - MAY_L13,0,CPM,0.00,5/26/2021 12:00:00 AM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-26,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banners_MAY_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banners,,pringles,0.0,CPM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-26,5,Mediacom,Pringles,,,,,MCMMIA,2021,ARG,KELLOGGS,PRINGLES,SEASONAL,PROMOXBOX,SIZMEK,EVENINGME,CPM-XAXIS-STANDARDBANNERS,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Platform_nc,ConsumptionOcassion_nc,CostType-Complement_nc",,passed,Sizmek Sas,3,ktboClient
0.00%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_ARG-MAY_L13,100,5/31/2021 12:00:00 AM,MCMMIA_Pringles,0,1076594831,0.3,1074222480,Xaxis LATAM,5/4/2021 12:00:00 AM,0,0,5/4/2021 12:00:00 AM,0.00%,Standard Banner_320x480_Promo Xbox_Xaxis - SB_TG_ARG - MAY,0,100,Display,65663,RON ,0,MCMMIA_Pringles,https://www.pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_320x480,0,HTML5 Rich Media Banner,5/31/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_320x480_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - MAY_L13,0,CPM,0.00,5/26/2021 12:00:00 AM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-26,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banners_MAY_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banners,,pringles,0.3,CPM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-26,5,Mediacom,Pringles,,,,,MCMMIA,2021,ARG,KELLOGGS,PRINGLES,SEASONAL,PROMOXBOX,SIZMEK,EVENINGME,CPM-XAXIS-STANDARDBANNERS,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Platform_nc,ConsumptionOcassion_nc,CostType-Complement_nc",,passed,Sizmek Sas,3,ktboClient
0.00%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_ARG-MAY_L13,1,5/31/2021 12:00:00 AM,MCMMIA_Pringles,0,1076594832,0.0,1074222480,Xaxis LATAM,5/4/2021 12:00:00 AM,0,0,5/4/2021 12:00:00 AM,0.00%,Standard Banner_728x90_Promo Xbox_Xaxis - SB_TG_ARG - MAY,0,1,Display,65663,RON ,0,MCMMIA_Pringles,https://www.pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_728x90,0,HTML5 Rich Media Banner,5/31/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_728x90_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - MAY_L13,0,CPM,0.00,5/26/2021 12:00:00 AM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-26,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banners_MAY_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banners,,pringles,0.0,CPM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-26,5,Mediacom,Pringles,,,,,MCMMIA,2021,ARG,KELLOGGS,PRINGLES,SEASONAL,PROMOXBOX,SIZMEK,EVENINGME,CPM-XAXIS-STANDARDBANNERS,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Platform_nc,ConsumptionOcassion_nc,CostType-Complement_nc",,passed,Sizmek Sas,3,ktboClient
0.00%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_ARG-MAY_L13,0,5/31/2021 12:00:00 AM,MCMMIA_Pringles,0,1076594833,0.0,1074222480,Xaxis LATAM,5/4/2021 12:00:00 AM,0,0,5/4/2021 12:00:00 AM,0.00%,Standard Banner_970x90_Promo Xbox_Xaxis - SB_TG_ARG - MAY,0,1,Display,65663,RON ,0,MCMMIA_Pringles,https://www.pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_970x90,0,HTML5 Rich Media Banner,5/31/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_970x90_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - MAY_L13,0,CPM,0.00,5/26/2021 12:00:00 AM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-26,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banners_MAY_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banners,,pringles,0.0,CPM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-26,5,Mediacom,Pringles,,,,,MCMMIA,2021,ARG,KELLOGGS,PRINGLES,SEASONAL,PROMOXBOX,SIZMEK,EVENINGME,CPM-XAXIS-STANDARDBANNERS,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Platform_nc,ConsumptionOcassion_nc,CostType-Complement_nc",,passed,Sizmek Sas,3,ktboClient
66.67%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_ARG-MAY_L13,6,5/31/2021 12:00:00 AM,MCMMIA_Pringles,4,1076594827,0.02,1074222480,Xaxis LATAM,5/4/2021 12:00:00 AM,0,0,5/4/2021 12:00:00 AM,0.00%,Standard Banner_160x600_Promo Xbox_Xaxis - SB_TG_ARG - MAY,0,6,Display,65663,RON ,0,MCMMIA_Pringles,https://www.pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_160x600,0,HTML5 Rich Media Banner,5/31/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_160x600_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - MAY_L13,0,CPM,0.00,5/27/2021 12:00:00 AM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-27,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banners_MAY_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banners,,pringles,0.02,CPM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-27,5,Mediacom,Pringles,,,,,MCMMIA,2021,ARG,KELLOGGS,PRINGLES,SEASONAL,PROMOXBOX,SIZMEK,EVENINGME,CPM-XAXIS-STANDARDBANNERS,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Platform_nc,ConsumptionOcassion_nc,CostType-Complement_nc",,passed,Sizmek Sas,3,ktboClient
0.00%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_ARG-MAY_L13,0,5/31/2021 12:00:00 AM,MCMMIA_Pringles,0,1076594828,0.0,1074222480,Xaxis LATAM,5/4/2021 12:00:00 AM,0,0,5/4/2021 12:00:00 AM,0.00%,Standard Banner_300x250_Promo Xbox_Xaxis - SB_TG_ARG - MAY,0,9,Display,65663,RON ,0,MCMMIA_Pringles,https://www.pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_300x250,0,HTML5 Rich Media Banner,5/31/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_300x250_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - MAY_L13,0,CPM,0.00,5/27/2021 12:00:00 AM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-27,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banners_MAY_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banners,,pringles,0.0,CPM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-27,5,Mediacom,Pringles,,,,,MCMMIA,2021,ARG,KELLOGGS,PRINGLES,SEASONAL,PROMOXBOX,SIZMEK,EVENINGME,CPM-XAXIS-STANDARDBANNERS,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Platform_nc,ConsumptionOcassion_nc,CostType-Complement_nc",,passed,Sizmek Sas,3,ktboClient
0.00%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_ARG-MAY_L13,1,5/31/2021 12:00:00 AM,MCMMIA_Pringles,0,1076594830,0.0,1074222480,Xaxis LATAM,5/4/2021 12:00:00 AM,0,0,5/4/2021 12:00:00 AM,0.00%,Standard Banner_320x50_Promo Xbox_Xaxis - SB_TG_ARG - MAY,0,10,Display,65663,RON ,0,MCMMIA_Pringles,https://www.pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_320x50,0,HTML5 Rich Media Banner,5/31/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_320x50_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - MAY_L13,0,CPM,0.00,5/27/2021 12:00:00 AM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-27,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banners_MAY_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banners,,pringles,0.0,CPM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-27,5,Mediacom,Pringles,,,,,MCMMIA,2021,ARG,KELLOGGS,PRINGLES,SEASONAL,PROMOXBOX,SIZMEK,EVENINGME,CPM-XAXIS-STANDARDBANNERS,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Platform_nc,ConsumptionOcassion_nc,CostType-Complement_nc",,passed,Sizmek Sas,3,ktboClient
6.25%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_ARG-MAY_L13,96,5/31/2021 12:00:00 AM,MCMMIA_Pringles,6,1076594831,0.29,1074222480,Xaxis LATAM,5/4/2021 12:00:00 AM,0,0,5/4/2021 12:00:00 AM,0.00%,Standard Banner_320x480_Promo Xbox_Xaxis - SB_TG_ARG - MAY,0,105,Display,65663,RON ,0,MCMMIA_Pringles,https://www.pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_320x480,0,HTML5 Rich Media Banner,5/31/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_320x480_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - MAY_L13,0,CPM,0.00,5/27/2021 12:00:00 AM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-27,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banners_MAY_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banners,,pringles,0.29,CPM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-27,5,Mediacom,Pringles,,,,,MCMMIA,2021,ARG,KELLOGGS,PRINGLES,SEASONAL,PROMOXBOX,SIZMEK,EVENINGME,CPM-XAXIS-STANDARDBANNERS,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Platform_nc,ConsumptionOcassion_nc,CostType-Complement_nc",,passed,Sizmek Sas,3,ktboClient
100.00%,In Banner,,1,4/30/2021 12:00:00 AM,MCMMIA_Pringles,1,1076447961,0.0,1074199400,Xaxis LATAM,4/1/2021 12:00:00 AM,0,0,4/1/2021 12:00:00 AM,0.00%,Standard Banner_160x600_Promo Xbox_Xaxis - SB_TG_ARG - ABR_L13,0,1,Display,65663,0,0,MCMMIA_Pringles,http://pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_160x600,0,HTML5 Rich Media Banner,4/30/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_160x600_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - ABR_L13,0,CPM,0.00,5/28/2021 12:00:00 AM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-28,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banners_ABR_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banners,,pringles,0.0,CPM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-28,5,Mediacom,Pringles,,,,,MCMMIA,2021,ARG,KELLOGGS,PRINGLES,SEASONAL,PROMOXBOX,SIZMEK,EVENINGME,CPM-XAXIS-STANDARDBANNERS,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Platform_nc,ConsumptionOcassion_nc,CostType-Complement_nc",,passed,Sizmek Sas,3,ktboClient
0.00%,In Banner,,0,4/30/2021 12:00:00 AM,MCMMIA_Pringles,0,1076447962,0.0,1074199400,Xaxis LATAM,4/1/2021 12:00:00 AM,0,0,4/1/2021 12:00:00 AM,0.00%,Standard Banner_300x250_Promo Xbox_Xaxis - SB_TG_ARG - ABR_L13,0,0,Display,65663,0,0,MCMMIA_Pringles,http://pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_300x250,0,HTML5 Rich Media Banner,4/30/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_300x250_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - ABR_L13,0,CPM,0.00,5/28/2021 12:00:00 AM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-28,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banners_ABR_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banners,,pringles,0.0,CPM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-28,5,Mediacom,Pringles,,,,,MCMMIA,2021,ARG,KELLOGGS,PRINGLES,SEASONAL,PROMOXBOX,SIZMEK,EVENINGME,CPM-XAXIS-STANDARDBANNERS,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Platform_nc,ConsumptionOcassion_nc,CostType-Complement_nc",,passed,Sizmek Sas,3,ktboClient
25.00%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_ARG-MAY_L13,8,5/31/2021 12:00:00 AM,MCMMIA_Pringles,2,1076594827,0.04,1074222480,Xaxis LATAM,5/4/2021 12:00:00 AM,0,0,5/4/2021 12:00:00 AM,0.00%,Standard Banner_160x600_Promo Xbox_Xaxis - SB_TG_ARG - MAY,0,17,Display,65663,RON ,0,MCMMIA_Pringles,https://www.pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_160x600,0,HTML5 Rich Media Banner,5/31/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_160x600_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - MAY_L13,0,CPM,0.00,5/28/2021 12:00:00 AM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-28,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banners_MAY_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banners,,pringles,0.04,CPM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-28,5,Mediacom,Pringles,,,,,MCMMIA,2021,ARG,KELLOGGS,PRINGLES,SEASONAL,PROMOXBOX,SIZMEK,EVENINGME,CPM-XAXIS-STANDARDBANNERS,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Platform_nc,ConsumptionOcassion_nc,CostType-Complement_nc",,passed,Sizmek Sas,3,ktboClient
100.00%,In Banner,Xaxis_RON_Standard Banner_CPM_Several_Breakfast for One_TR_ARG-MAY_L13,1,5/31/2021 12:00:00 AM,MCMMIA_Pringles,1,1076594828,0.0,1074222480,Xaxis LATAM,5/4/2021 12:00:00 AM,0,0,5/4/2021 12:00:00 AM,0.00%,Standard Banner_300x250_Promo Xbox_Xaxis - SB_TG_ARG - MAY,0,20,Display,65663,RON ,0,MCMMIA_Pringles,https://www.pringlesgamer.com.ar/?utm_source=Display&utm_medium=Xaxis&utm_campaign=Promo_Pringles_Xbox&utm_term=PromoXbox_CPM&utm_content=banner_300x250,0,HTML5 Rich Media Banner,5/31/2021 12:00:00 AM,3,Xaxis_RON_Standard Banner_300x250_CPM_Several_Impressions_Display_Promo Xbox_TG_ARG - MAY_L13,0,CPM,0.00,5/28/2021 12:00:00 AM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-28,AR,MCMMIA_2021_ARG_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banners_MAY_L13,MCMMIA,2021,ARG,Kelloggs,Pringles,Seasonal,Promo Xbox,Sizmek,Evening Me,CPM-Xaxis - Standard Banners,,pringles,0.0,CPM,MCMMIA_2021_ARG_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS,2021-05-28,5,Mediacom,Pringles,,,,,MCMMIA,2021,ARG,KELLOGGS,PRINGLES,SEASONAL,PROMOXBOX,SIZMEK,EVENINGME,CPM-XAXIS-STANDARDBANNERS,"Agency_nc,Year_nc,Country_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Platform_nc,ConsumptionOcassion_nc,CostType-Complement_nc",,passed,Sizmek Sas,3,ktboClient
