video_p25_watched_actions.video_view.1d_click,impressions,objective,video_p75_watched_actions.video_view.1d_click,video_thruplay_watched_actions.video_view.7d_click,video_p50_watched_actions.video_view.1d_click,actions.comment.1d_click,country,actions.post_reaction.7d_click,video_thruplay_watched_actions.video_view,actions.post.1d_click,clicks,video_p75_watched_actions.video_view,actions.post_reaction,campaign_name,ad_id,actions.page_engagement,actions.comment.7d_click,adset_id,actions.post.7d_click,adset_name,actions.page_engagement.7d_click,video_30_sec_watched_actions.video_view.1d_click,video_p50_watched_actions.video_view,actions.video_view,actions.link_click,actions.link_click.7d_click,actions.onsite_conversion.post_save.7d_click,campaign_id,video_p25_watched_actions.video_view,actions.link_click.1d_click,ad_name,video_avg_time_watched_actions.video_view.7d_click,video_avg_time_watched_actions.video_view.1d_click,actions.video_view.7d_click,video_p75_watched_actions.video_view.7d_click,actions.post_engagement,video_30_sec_watched_actions.video_view,actions.post_engagement.7d_click,buying_type,actions.comment,actions.landing_page_view.7d_click,video_p50_watched_actions.video_view.7d_click,reach,video_p25_watched_actions.video_view.7d_click,actions.landing_page_view.1d_click,account_currency,actions.landing_page_view,actions.post_reaction.1d_click,actions.video_view.1d_click,video_p100_watched_actions.video_view.7d_click,frequency,video_avg_time_watched_actions.video_view,actions.post,actions.onsite_conversion.post_save,video_30_sec_watched_actions.video_view.7d_click,date_stop,actions.post_engagement.1d_click,account_id,date_start,video_p100_watched_actions.video_view.1d_click,actions.onsite_conversion.post_save.1d_click,video_p100_watched_actions.video_view,video_thruplay_watched_actions.video_view.1d_click,actions.page_engagement.1d_click,spend,account_name,campaign_buying_type,ad_creative_call_to_action_type,ad_creative_object_type,ad_creative_link_url,campaign_stop_time,campaign_start_time,ad_preview_default_url,link,actions.interactive_component_tap.7d_click,actions.interactive_component_tap,actions.interactive_component_tap.1d_click,actions.offsite_conversion.fb_pixel_complete_registration.1d_click,actions.offsite_conversion.fb_pixel_complete_registration,actions.offsite_conversion.fb_pixel_complete_registration.7d_click,actions.photo_view,actions.photo_view.1d_click,actions.photo_view.7d_click,actions.like,actions.like.7d_click,actions.like.1d_click,Campaign Label,Campaign_duplicate,Agency,Year,Market,Client,Brand_portfolio,Temporality,Initiative,Vendor,Platform,Objective,Buying Type,Consumption Occasion,video_quartile_25_view,video_views,url,Month,New Buying Type,Country Code,BRL to USD,MXN to USD,Cost in BRL,platform_cost,campaign_label,unified_brand,Datasource,Brand,interactions,Temp Campaign Name,date_copy,date_month,mplan_agency,Campaign Name,date_month,reach_key,campaign_monthly_reach,Country_code,Country_code2,cost_eval,Eval_scale,firstEval_scale,secondEval_scale,Agency_nc,Year_nc,Countrry_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Vendor_nc,Platform_nc,Objective_nc,BuyType_nc,ConssumptionOcasion_nc,datasource_mediaplan,adverity_client_id,adverity_client_name
,2538,REACH,,,,,SV,,28,,1,36,0,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23847693470510313,86,,23847693470250313,,Reach_P 30-60_Several_IG_Family Breakfast_JUL_L16,1,,53,85,1,1,,23847693470260313,102,1,SI_1_Family Breakfast_JUL_L16,,,,,86,28,1,AUCTION,0,,,2537,,,USD,,,,,1.000394,0,0,,,2021-07-24,1,1371189426583503,2021-07-24,,,28,,1,1.09,HERSHEYS Miami,AUCTION,WATCH_MORE,VIDEO,,2021-08-01 03:59:00,2021-07-02 13:26:17,https://ktbo.datatap.adverity.com/i/8/a0d2b82cff.png,https://www.kelloggs.com.gt/es_GT/home.html?utm_source=Social&utm_medium=Facebook&utm_campaign=Hersheys_Ola1_Caricam&utm_term=FB_VideoAdSV&utm_content=video,,,,,,,,,,,,,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA,2021,SLV,Kelloggs,Masterbrand,Seasonal,Hersheys,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L16,Family breakfast,102,102,https://ktbo.datatap.adverity.com/i/8/a0d2b82cff.png,7,CPM,SV,5.7,20.96,6.213000000000001,1.09,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,masterbrand,Facebook Ads Insights,Masterbrand,1,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-24,7,Mediacom,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23847693470260313-7,698788,SV,,,5.03820435823892,4.02926311427129,0.745210495097898,MCMMIA,2021,SLV,KELLOGGS,MASTERBRAND,SEASONAL,HERSHEYS,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
,7398,REACH,,,,,SV,4,,,26,,4,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23847693470530313,21,,23847693470550313,,Reach_P 30-60_Several_FBIG_Family Breakfast_JUL_L16,21,,,,17,17,,23847693470260313,,17,MP_3_Family Breakfast_JUL_L16,,,,,21,,21,AUCTION,0,,,7286,,,USD,,4,,,1.015372,,0,,,2021-07-24,21,1371189426583503,2021-07-24,,,,,21,3.44,HERSHEYS Miami,AUCTION,WATCH_MORE,SHARE,,2021-08-01 03:59:00,2021-07-02 13:26:17,https://ktbo.datatap.adverity.com/i/8/8e335ef237.png,https://www.kelloggs.com.gt/es_GT/home.html?utm_source=Social&utm_medium=Facebook&utm_campaign=Hersheys_PautaJunio&utm_term=post_winiepoo_GT&utm_content=carousel,,,,,,,,,,,,,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA,2021,SLV,Kelloggs,Masterbrand,Seasonal,Hersheys,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L16,Family breakfast,,,https://ktbo.datatap.adverity.com/i/8/8e335ef237.png,7,CPM,SV,5.7,20.96,19.608,3.44,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,masterbrand,Facebook Ads Insights,Masterbrand,21,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-24,7,Mediacom,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23847693470260313-7,698788,SV,,,5.03820435823892,4.02926311427129,0.745210495097898,MCMMIA,2021,SLV,KELLOGGS,MASTERBRAND,SEASONAL,HERSHEYS,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
34,21272,REACH,11,8,17,,SV,1,1201,,201,1759,1,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23847693470540313,4614,,23847693470550313,,Reach_P 30-60_Several_FBIG_Family Breakfast_JUL_L16,195,8,3783,4449,164,164,,23847693470260313,4853,164,PPV_2_Family Breakfast_JUL_L16,3,3,30,11,4614,1201,195,AUCTION,0,,17,21135,34,,USD,,1,30,7,1.006482,3,0,,8,2021-07-24,195,1371189426583503,2021-07-24,7,,1173,8,195,9.3,HERSHEYS Miami,AUCTION,WATCH_MORE,VIDEO,,2021-08-01 03:59:00,2021-07-02 13:26:17,https://ktbo.datatap.adverity.com/i/8/eb367390c2.png,https://www.kelloggs.com.gt/es_GT/home.html?utm_source=Social&utm_medium=Facebook&utm_campaign=Hersheys_Ola1_Caricam&utm_term=FB_VideoAdSV&utm_content=video,,,,,,,,,,,,,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA,2021,SLV,Kelloggs,Masterbrand,Seasonal,Hersheys,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L16,Family breakfast,4853,4853,https://ktbo.datatap.adverity.com/i/8/eb367390c2.png,7,CPM,SV,5.7,20.96,53.010000000000005,9.3,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,masterbrand,Facebook Ads Insights,Masterbrand,165,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-24,7,Mediacom,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23847693470260313-7,698788,SV,,,5.03820435823892,4.02926311427129,0.745210495097898,MCMMIA,2021,SLV,KELLOGGS,MASTERBRAND,SEASONAL,HERSHEYS,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
,323,REACH,,,,,SV,,3,,0,4,0,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23847693470610313,11,,23847693470250313,,Reach_P 30-60_Several_IG_Family Breakfast_JUL_L16,,,7,11,0,,,23847693470260313,12,,SI_2_Family Breakfast_JUL_L16,,,,,11,3,,AUCTION,0,,,322,,,USD,,,,,1.003106,0,0,,,2021-07-24,,1371189426583503,2021-07-24,,,3,,,0.17,HERSHEYS Miami,AUCTION,WATCH_MORE,VIDEO,,2021-08-01 03:59:00,2021-07-02 13:26:17,https://ktbo.datatap.adverity.com/i/8/645341caec.png,https://www.kelloggs.com.gt/es_GT/home.html?utm_source=Social&utm_medium=Facebook&utm_campaign=Hersheys_Ola1_Caricam&utm_term=FB_VideoAdSV&utm_content=video,,,,,,,,,,,,,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA,2021,SLV,Kelloggs,Masterbrand,Seasonal,Hersheys,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L16,Family breakfast,12,12,https://ktbo.datatap.adverity.com/i/8/645341caec.png,7,CPM,SV,5.7,20.96,0.9690000000000001,0.17,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,masterbrand,Facebook Ads Insights,Masterbrand,0,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-24,7,Mediacom,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23847693470260313-7,698788,SV,,,5.03820435823892,4.02926311427129,0.745210495097898,MCMMIA,2021,SLV,KELLOGGS,MASTERBRAND,SEASONAL,HERSHEYS,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
,16284,REACH,,,,,SV,,,,36,,0,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23847693470350313,22,,23847693470550313,,Reach_P 30-60_Several_FBIG_Family Breakfast_JUL_L16,22,,,,22,22,,23847693470260313,,22,MP_2_Family Breakfast_JUL_L16,,,,,22,,22,AUCTION,0,,,15972,,,USD,,,,,1.019534,,0,,,2021-07-25,22,1371189426583503,2021-07-25,,,,,22,6.85,HERSHEYS Miami,AUCTION,WATCH_MORE,SHARE,,2021-08-01 03:59:00,2021-07-02 13:26:17,https://ktbo.datatap.adverity.com/i/8/d58ca1dc90.png,https://www.kelloggs.com.gt/es_GT/home.html?utm_source=Social&utm_medium=Facebook&utm_campaign=Hersheys_PautaJunio&utm_term=post_winiepoo_GT&utm_content=carousel,,,,,,,,,,,,,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA,2021,SLV,Kelloggs,Masterbrand,Seasonal,Hersheys,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L16,Family breakfast,,,https://ktbo.datatap.adverity.com/i/8/d58ca1dc90.png,7,CPM,SV,5.7,20.96,39.045,6.85,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,masterbrand,Facebook Ads Insights,Masterbrand,22,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-25,7,Mediacom,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23847693470260313-7,698788,SV,,,5.03820435823892,4.02926311427129,0.745210495097898,MCMMIA,2021,SLV,KELLOGGS,MASTERBRAND,SEASONAL,HERSHEYS,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
,5887,REACH,,,,,SV,9,,,13,,9,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23847693470420313,19,,23847693470550313,,Reach_P 30-60_Several_FBIG_Family Breakfast_JUL_L16,19,,,,9,9,1,23847693470260313,,9,MP_1_Family Breakfast_JUL_L16,,,,,19,,19,AUCTION,0,,,5794,,,USD,,9,,,1.016051,,0,1,,2021-07-25,19,1371189426583503,2021-07-25,,1,,,19,2.41,HERSHEYS Miami,AUCTION,WATCH_MORE,SHARE,,2021-08-01 03:59:00,2021-07-02 13:26:17,https://ktbo.datatap.adverity.com/i/8/1a9942c496.png,https://www.kelloggs.com.gt/es_GT/home.html?utm_source=Social&utm_medium=Facebook&utm_campaign=Hersheys_PautaJunio&utm_term=post_winiepoo_GT&utm_content=carousel,,,,,,,,,,,,,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA,2021,SLV,Kelloggs,Masterbrand,Seasonal,Hersheys,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L16,Family breakfast,,,https://ktbo.datatap.adverity.com/i/8/1a9942c496.png,7,CPM,SV,5.7,20.96,13.737000000000002,2.41,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,masterbrand,Facebook Ads Insights,Masterbrand,18,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-25,7,Mediacom,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23847693470260313-7,698788,SV,,,5.03820435823892,4.02926311427129,0.745210495097898,MCMMIA,2021,SLV,KELLOGGS,MASTERBRAND,SEASONAL,HERSHEYS,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
9,7198,REACH,2,2,4,,SV,,191,,50,279,0,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23847693470430313,760,,23847693470550313,,Reach_P 30-60_Several_FBIG_Family Breakfast_JUL_L16,36,2,556,729,31,31,,23847693470260313,825,31,PPV_1_Family Breakfast_JUL_L16,3,3,5,2,760,191,36,AUCTION,0,,4,7052,9,,USD,,,5,2,1.020703,2,0,,2,2021-07-25,36,1371189426583503,2021-07-25,2,,193,2,36,3.13,HERSHEYS Miami,AUCTION,WATCH_MORE,VIDEO,,2021-08-01 03:59:00,2021-07-02 13:26:17,https://ktbo.datatap.adverity.com/i/8/eb0efc8d0a.png,https://www.kelloggs.com.gt/es_GT/home.html?utm_source=Social&utm_medium=Facebook&utm_campaign=Hersheys_Ola1_Caricam&utm_term=FB_VideoAdSV&utm_content=video,,,,,,,,,,,,,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA,2021,SLV,Kelloggs,Masterbrand,Seasonal,Hersheys,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L16,Family breakfast,825,825,https://ktbo.datatap.adverity.com/i/8/eb0efc8d0a.png,7,CPM,SV,5.7,20.96,17.841,3.13,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,masterbrand,Facebook Ads Insights,Masterbrand,31,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-25,7,Mediacom,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23847693470260313-7,698788,SV,,,5.03820435823892,4.02926311427129,0.745210495097898,MCMMIA,2021,SLV,KELLOGGS,MASTERBRAND,SEASONAL,HERSHEYS,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
,12513,REACH,,,,,SV,7,,,22,,7,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23847693470490313,17,,23847693470550313,,Reach_P 30-60_Several_FBIG_Family Breakfast_JUL_L16,17,,,,9,9,1,23847693470260313,,9,MP_4_Family Breakfast_JUL_L16,,,,,17,,17,AUCTION,0,,,12476,,,USD,,7,,,1.002966,,0,1,,2021-07-25,17,1371189426583503,2021-07-25,,1,,,17,5.21,HERSHEYS Miami,AUCTION,WATCH_MORE,SHARE,,2021-08-01 03:59:00,2021-07-02 13:26:17,https://ktbo.datatap.adverity.com/i/8/1592de8c14.png,https://www.kelloggs.com.gt/es_GT/home.html?utm_source=Social&utm_medium=Facebook&utm_campaign=Hersheys_PautaJunio&utm_term=post_winiepoo_GT&utm_content=carousel,,,,,,,,,,,,,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA,2021,SLV,Kelloggs,Masterbrand,Seasonal,Hersheys,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L16,Family breakfast,,,https://ktbo.datatap.adverity.com/i/8/1592de8c14.png,7,CPM,SV,5.7,20.96,29.697,5.21,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,masterbrand,Facebook Ads Insights,Masterbrand,16,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-25,7,Mediacom,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23847693470260313-7,698788,SV,,,5.03820435823892,4.02926311427129,0.745210495097898,MCMMIA,2021,SLV,KELLOGGS,MASTERBRAND,SEASONAL,HERSHEYS,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
,2072,REACH,,,,,SV,,18,,1,22,0,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23847693470510313,60,,23847693470250313,,Reach_P 30-60_Several_IG_Family Breakfast_JUL_L16,1,,32,59,1,1,,23847693470260313,65,1,SI_1_Family Breakfast_JUL_L16,,,,,60,18,1,AUCTION,0,,,2072,,,USD,,,,,1,0,0,,,2021-07-25,1,1371189426583503,2021-07-25,,,18,,1,0.87,HERSHEYS Miami,AUCTION,WATCH_MORE,VIDEO,,2021-08-01 03:59:00,2021-07-02 13:26:17,https://ktbo.datatap.adverity.com/i/8/a0d2b82cff.png,https://www.kelloggs.com.gt/es_GT/home.html?utm_source=Social&utm_medium=Facebook&utm_campaign=Hersheys_Ola1_Caricam&utm_term=FB_VideoAdSV&utm_content=video,,,,,,,,,,,,,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA,2021,SLV,Kelloggs,Masterbrand,Seasonal,Hersheys,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L16,Family breakfast,65,65,https://ktbo.datatap.adverity.com/i/8/a0d2b82cff.png,7,CPM,SV,5.7,20.96,4.9590000000000005,0.87,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,masterbrand,Facebook Ads Insights,Masterbrand,1,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-25,7,Mediacom,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23847693470260313-7,698788,SV,,,5.03820435823892,4.02926311427129,0.745210495097898,MCMMIA,2021,SLV,KELLOGGS,MASTERBRAND,SEASONAL,HERSHEYS,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
,5390,REACH,,,,,SV,,,,12,,0,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,23847693470530313,8,,23847693470550313,,Reach_P 30-60_Several_FBIG_Family Breakfast_JUL_L16,8,,,,8,8,,23847693470260313,,8,MP_3_Family Breakfast_JUL_L16,,,,,8,,8,AUCTION,0,,,5390,,,USD,,,,,1,,0,,,2021-07-25,8,1371189426583503,2021-07-25,,,,,8,2.3,HERSHEYS Miami,AUCTION,WATCH_MORE,SHARE,,2021-08-01 03:59:00,2021-07-02 13:26:17,https://ktbo.datatap.adverity.com/i/8/8e335ef237.png,https://www.kelloggs.com.gt/es_GT/home.html?utm_source=Social&utm_medium=Facebook&utm_campaign=Hersheys_PautaJunio&utm_term=post_winiepoo_GT&utm_content=carousel,,,,,,,,,,,,,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,MCMMIA,2021,SLV,Kelloggs,Masterbrand,Seasonal,Hersheys,Facebook,Facebook and Instagram,Reach,CPM_Family Breakfast_JUL_L16,Family breakfast,,,https://ktbo.datatap.adverity.com/i/8/8e335ef237.png,7,CPM,SV,5.7,20.96,13.11,2.3,MCMMIA_2021_SLV_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast_JUL_L16,masterbrand,Facebook Ads Insights,Masterbrand,8,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,2021-07-25,7,Mediacom,MCMMIA_2021_SLV_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST,7,23847693470260313-7,698788,SV,,,5.03820435823892,4.02926311427129,0.745210495097898,MCMMIA,2021,SLV,KELLOGGS,MASTERBRAND,SEASONAL,HERSHEYS,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
