video_p25_watched_actions.video_view.1d_click,impressions,objective,video_p75_watched_actions.video_view.1d_click,video_thruplay_watched_actions.video_view.7d_click,video_p50_watched_actions.video_view.1d_click,actions.comment.1d_click,country,actions.post_reaction.7d_click,video_thruplay_watched_actions.video_view,actions.post.1d_click,clicks,video_p75_watched_actions.video_view,actions.post_reaction,campaign_name,ad_id,actions.page_engagement,actions.comment.7d_click,adset_id,actions.post.7d_click,adset_name,actions.page_engagement.7d_click,video_30_sec_watched_actions.video_view.1d_click,video_p50_watched_actions.video_view,actions.video_view,actions.link_click,actions.link_click.7d_click,actions.onsite_conversion.post_save.7d_click,campaign_id,video_p25_watched_actions.video_view,actions.link_click.1d_click,ad_name,video_avg_time_watched_actions.video_view.7d_click,video_avg_time_watched_actions.video_view.1d_click,actions.video_view.7d_click,video_p75_watched_actions.video_view.7d_click,actions.post_engagement,video_30_sec_watched_actions.video_view,actions.post_engagement.7d_click,buying_type,actions.comment,actions.landing_page_view.7d_click,video_p50_watched_actions.video_view.7d_click,reach,video_p25_watched_actions.video_view.7d_click,actions.landing_page_view.1d_click,account_currency,actions.landing_page_view,actions.post_reaction.1d_click,actions.video_view.1d_click,video_p100_watched_actions.video_view.7d_click,frequency,video_avg_time_watched_actions.video_view,actions.post,actions.onsite_conversion.post_save,video_30_sec_watched_actions.video_view.7d_click,date_stop,actions.post_engagement.1d_click,account_id,date_start,video_p100_watched_actions.video_view.1d_click,actions.onsite_conversion.post_save.1d_click,video_p100_watched_actions.video_view,video_thruplay_watched_actions.video_view.1d_click,actions.page_engagement.1d_click,spend,account_name,campaign_buying_type,ad_creative_call_to_action_type,ad_creative_object_type,ad_creative_link_url,campaign_stop_time,campaign_start_time,ad_preview_default_url,link,actions.interactive_component_tap.7d_click,actions.interactive_component_tap,actions.interactive_component_tap.1d_click,actions.offsite_conversion.fb_pixel_complete_registration.1d_click,actions.offsite_conversion.fb_pixel_complete_registration,actions.offsite_conversion.fb_pixel_complete_registration.7d_click,actions.photo_view,actions.photo_view.1d_click,actions.photo_view.7d_click,actions.like,actions.like.7d_click,actions.like.1d_click,Campaign Label,Campaign_duplicate,Agency,Year,Market,Client,Brand_portfolio,Temporality,Initiative,Vendor,Platform,Objective,Buying Type,Consumption Occasion,video_quartile_25_view,video_views,url,Month,New Buying Type,Country Code,BRL to USD,MXN to USD,Cost in BRL,platform_cost,campaign_label,unified_brand,Datasource,Brand,interactions,Temp Campaign Name,date_copy,date_month,mplan_agency,Campaign Name,date_month,reach_key,campaign_monthly_reach,Country_code,Country_code2,cost_eval,Eval_scale,firstEval_scale,secondEval_scale,Agency_nc,Year_nc,Countrry_nc,Client_nc,Brand_nc,Temporality_nc,Initiative_nc,Vendor_nc,Platform_nc,Objective_nc,BuyType_nc,ConssumptionOcasion_nc,datasource_mediaplan,adverity_client_id,adverity_client_name
,17851,LINK_CLICKS,,,,8,CO,62,,7,299,,62,MCMMIA_2021_COL_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_FAMILYBREAKFAST,23847782352460313,205,8,23847782352470313,7,Website Clicks_P 18-35_Several_Family Breakfast_JUL_L13,205,,,,126,126,2,23847782352440313,,126,PP_1_Family Breakfast_JUL_L13,,,,,205,,205,AUCTION,8,,,16988,,,USD,,62,,,1.050801,,7,2,,2021-07-28,205,1371189426583503,2021-07-28,,2,,,205,8.16,HERSHEYS Miami,AUCTION,WATCH_MORE,SHARE,,2021-08-01 03:59:21,2021-07-15 04:00:26,https://ktbo.datatap.adverity.com/i/8/610587cf48.png,https://rappi.app.link/rprNdKeTzgb,,,,,,,,,,,,,MCMMIA_2021_COL_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Website Clicks_CPC_Family Breakfast_JUL_L13,MCMMIA_2021_COL_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Website Clicks_CPC_Family Breakfast_JUL_L13,MCMMIA,2021,COL,Kelloggs,Masterbrand,Seasonal,Hersheys,Facebook,Facebook and Instagram,Website Clicks,CPC_Family Breakfast_JUL_L13,Family breakfast,,,https://ktbo.datatap.adverity.com/i/8/610587cf48.png,7,CPC,CO,5.7,20.96,46.512,8.16,MCMMIA_2021_COL_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Website Clicks_CPC_Family Breakfast_JUL_L13,masterbrand,Facebook Ads Insights,Masterbrand,203,MCMMIA_2021_COL_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_FAMILYBREAKFAST,2021-07-28,7,Mediacom,MCMMIA_2021_COL_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_FAMILYBREAKFAST,7,23847782352440313-7,240481,CO,,,0.310551661417284,1.20337583003105,0.154606019352788,MCMMIA,2021,COL,KELLOGGS,MASTERBRAND,SEASONAL,HERSHEYS,FACEBOOK,FACEBOOKANDINSTAGRAM,WEBSITECLICKS,CPC,FAMILYBREAKFAST,Facebook Ads Insights,3,ktboClient
545,73597,REACH,270,222,370,2,CO,25,11405,1,277,13094,25,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,6245821279839,14874,2,6245821280639,1,Reach_P 18-35_Always On_JUL_L16,349,222,17228,14846,0,,,6245821280039,32333,,PPG_1_Always On_JUL_L16,3,3,321,270,14874,11405,349,AUCTION,2,,370,72176,545,,USD,,25,321,219,1.019688,2,1,,222,2021-07-24,349,838657116223614,2021-07-24,219,,11306,222,349,28.73,PRINGLES LATAM Miami,AUCTION,,VIDEO,,2021-08-01 03:59:57,2021-07-06 18:00:06,https://ktbo.datatap.adverity.com/i/8/4c95f4db13.png,,,,,,,,,,,,,,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA,2021,COL,Kelloggs,Pringles,Seasonal,Always On,Facebook,Facebook and Instagram,Reach,CPM_Evening Me_Gaming_JUL_16,Evening me,32333,32333,https://ktbo.datatap.adverity.com/i/8/4c95f4db13.png,7,CPM,CO,5.7,20.96,163.761,28.73,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,pringles,Facebook Ads Insights,Pringles,28,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021-07-24,7,Mediacom,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,7,6245821280039-7,9679448,CO,,,5.02040012847485,3.60771592749518,0.727408104115257,MCMMIA,2021,COL,KELLOGGS,PRINGLES,SEASONAL,ALWAYSON,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,EVENINGME,Facebook Ads Insights,3,ktboClient
245,274725,REACH,101,74,152,1,CO,25,19001,,722,22747,25,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,6245821280239,31025,1,6245821280639,,Reach_P 18-35_Always On_JUL_L16,180,74,31037,30995,4,4,,6245821280039,60584,4,PPV_2_Always On_JUL_L16,4,4,150,101,31025,19001,180,AUCTION,1,,152,274725,245,,USD,,25,150,74,1,2,0,,74,2021-07-24,180,838657116223614,2021-07-24,74,,18814,74,180,110.04,PRINGLES LATAM Miami,AUCTION,,VIDEO,,2021-08-01 03:59:57,2021-07-06 18:00:06,https://ktbo.datatap.adverity.com/i/8/d475e4f707.png,,,,,,,,,,,,,,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA,2021,COL,Kelloggs,Pringles,Seasonal,Always On,Facebook,Facebook and Instagram,Reach,CPM_Evening Me_Gaming_JUL_16,Evening me,60584,60584,https://ktbo.datatap.adverity.com/i/8/d475e4f707.png,7,CPM,CO,5.7,20.96,627.2280000000001,110.04,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,pringles,Facebook Ads Insights,Pringles,30,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021-07-24,7,Mediacom,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,7,6245821280039-7,9679448,CO,,,5.02040012847485,3.60771592749518,0.727408104115257,MCMMIA,2021,COL,KELLOGGS,PRINGLES,SEASONAL,ALWAYSON,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,EVENINGME,Facebook Ads Insights,3,ktboClient
431,571861,REACH,182,151,256,3,CO,199,5925,4,1965,7949,199,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,6245821280439,23763,3,6245821280639,4,Reach_P 18-35_Always On_JUL_L16,586,151,13026,23550,3,3,4,6245821280039,30321,3,PPV_3_Always On_JUL_L16,5,5,373,182,23763,5925,586,AUCTION,3,,256,561917,431,,USD,,199,373,147,1.017697,1,4,4,151,2021-07-24,586,838657116223614,2021-07-24,147,4,5817,151,586,230.54,PRINGLES LATAM Miami,AUCTION,,VIDEO,,2021-08-01 03:59:57,2021-07-06 18:00:06,https://ktbo.datatap.adverity.com/i/8/653620ba23.png,,,,,,,,,,,,,,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA,2021,COL,Kelloggs,Pringles,Seasonal,Always On,Facebook,Facebook and Instagram,Reach,CPM_Evening Me_Gaming_JUL_16,Evening me,30321,30321,https://ktbo.datatap.adverity.com/i/8/653620ba23.png,7,CPM,CO,5.7,20.96,1314.078,230.54,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,pringles,Facebook Ads Insights,Pringles,209,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021-07-24,7,Mediacom,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,7,6245821280039-7,9679448,CO,,,5.02040012847485,3.60771592749518,0.727408104115257,MCMMIA,2021,COL,KELLOGGS,PRINGLES,SEASONAL,ALWAYSON,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,EVENINGME,Facebook Ads Insights,3,ktboClient
121,364650,REACH,43,34,66,1,CO,226,4798,4,547,6870,226,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,6245821280839,23057,1,6245821280639,4,Reach_P 18-35_Always On_JUL_L16,349,34,12097,22814,1,1,11,6245821280039,30353,1,PPV_1_Always On_JUL_L16,4,4,106,43,23057,4798,349,AUCTION,1,,66,364650,121,,USD,,226,106,34,1,1,4,11,34,2021-07-24,349,838657116223614,2021-07-24,34,11,4816,34,349,144.98,PRINGLES LATAM Miami,AUCTION,,VIDEO,,2021-08-01 03:59:57,2021-07-06 18:00:06,https://ktbo.datatap.adverity.com/i/8/7029d1ddbf.png,,,,,,,,,,,,,,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA,2021,COL,Kelloggs,Pringles,Seasonal,Always On,Facebook,Facebook and Instagram,Reach,CPM_Evening Me_Gaming_JUL_16,Evening me,30353,30353,https://ktbo.datatap.adverity.com/i/8/7029d1ddbf.png,7,CPM,CO,5.7,20.96,826.386,144.98,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,pringles,Facebook Ads Insights,Pringles,232,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021-07-24,7,Mediacom,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,7,6245821280039-7,9679448,CO,,,5.02040012847485,3.60771592749518,0.727408104115257,MCMMIA,2021,COL,KELLOGGS,PRINGLES,SEASONAL,ALWAYSON,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,EVENINGME,Facebook Ads Insights,3,ktboClient
702,82911,REACH,376,295,477,2,CO,22,12420,2,376,14358,22,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,6245821279839,16290,2,6245821280639,2,Reach_P 18-35_Always On_JUL_L16,449,295,18923,16260,2,2,2,6245821280039,35498,2,PPG_1_Always On_JUL_L16,4,4,419,376,16290,12420,449,AUCTION,2,,477,82656,702,,USD,,22,419,287,1.003085,2,2,2,295,2021-07-25,449,838657116223614,2021-07-25,287,2,12316,295,449,31.6,PRINGLES LATAM Miami,AUCTION,,VIDEO,,2021-08-01 03:59:57,2021-07-06 18:00:06,https://ktbo.datatap.adverity.com/i/8/4c95f4db13.png,,,,,,,,,,,,,,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA,2021,COL,Kelloggs,Pringles,Seasonal,Always On,Facebook,Facebook and Instagram,Reach,CPM_Evening Me_Gaming_JUL_16,Evening me,35498,35498,https://ktbo.datatap.adverity.com/i/8/4c95f4db13.png,7,CPM,CO,5.7,20.96,180.12,31.6,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,pringles,Facebook Ads Insights,Pringles,28,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021-07-25,7,Mediacom,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,7,6245821280039-7,9679448,CO,,,5.02040012847485,3.60771592749518,0.727408104115257,MCMMIA,2021,COL,KELLOGGS,PRINGLES,SEASONAL,ALWAYSON,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,EVENINGME,Facebook Ads Insights,3,ktboClient
303,342549,REACH,154,110,214,1,CO,36,24228,2,893,29000,36,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,6245821280239,39560,1,6245821280639,2,Reach_P 18-35_Always On_JUL_L16,256,110,39599,39519,2,2,,6245821280039,76584,2,PPV_2_Always On_JUL_L16,5,5,215,154,39560,24228,256,AUCTION,1,,214,334209,303,,USD,,36,215,105,1.024954,2,2,,110,2021-07-25,256,838657116223614,2021-07-25,105,,24004,110,256,134.38,PRINGLES LATAM Miami,AUCTION,,VIDEO,,2021-08-01 03:59:57,2021-07-06 18:00:06,https://ktbo.datatap.adverity.com/i/8/d475e4f707.png,,,,,,,,,,,,,,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA,2021,COL,Kelloggs,Pringles,Seasonal,Always On,Facebook,Facebook and Instagram,Reach,CPM_Evening Me_Gaming_JUL_16,Evening me,76584,76584,https://ktbo.datatap.adverity.com/i/8/d475e4f707.png,7,CPM,CO,5.7,20.96,765.966,134.38,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,pringles,Facebook Ads Insights,Pringles,41,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021-07-25,7,Mediacom,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,7,6245821280039-7,9679448,CO,,,5.02040012847485,3.60771592749518,0.727408104115257,MCMMIA,2021,COL,KELLOGGS,PRINGLES,SEASONAL,ALWAYSON,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,EVENINGME,Facebook Ads Insights,3,ktboClient
493,549107,REACH,250,209,329,3,CO,182,6321,5,2017,8387,182,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,6245821280439,24225,3,6245821280639,5,Reach_P 18-35_Always On_JUL_L16,637,209,13497,24022,4,4,9,6245821280039,30612,4,PPV_3_Always On_JUL_L16,6,6,434,250,24225,6321,637,AUCTION,3,,329,549107,493,,USD,,182,434,203,1,1,5,9,209,2021-07-25,637,838657116223614,2021-07-25,203,9,6196,209,637,218.41,PRINGLES LATAM Miami,AUCTION,,VIDEO,,2021-08-01 03:59:57,2021-07-06 18:00:06,https://ktbo.datatap.adverity.com/i/8/653620ba23.png,,,,,,,,,,,,,,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA,2021,COL,Kelloggs,Pringles,Seasonal,Always On,Facebook,Facebook and Instagram,Reach,CPM_Evening Me_Gaming_JUL_16,Evening me,30612,30612,https://ktbo.datatap.adverity.com/i/8/653620ba23.png,7,CPM,CO,5.7,20.96,1244.9370000000001,218.41,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,pringles,Facebook Ads Insights,Pringles,194,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021-07-25,7,Mediacom,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,7,6245821280039-7,9679448,CO,,,5.02040012847485,3.60771592749518,0.727408104115257,MCMMIA,2021,COL,KELLOGGS,PRINGLES,SEASONAL,ALWAYSON,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,EVENINGME,Facebook Ads Insights,3,ktboClient
191,453759,REACH,87,72,125,2,CO,291,5864,6,886,8403,291,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,6245821280839,28336,2,6245821280639,6,Reach_P 18-35_Always On_JUL_L16,479,72,14841,28025,2,2,10,6245821280039,37067,2,PPV_1_Always On_JUL_L16,6,6,168,87,28336,5864,479,AUCTION,2,,125,449919,191,,USD,,291,168,72,1.008535,1,6,10,72,2021-07-25,479,838657116223614,2021-07-25,72,10,5874,72,479,177.03,PRINGLES LATAM Miami,AUCTION,,VIDEO,,2021-08-01 03:59:57,2021-07-06 18:00:06,https://ktbo.datatap.adverity.com/i/8/7029d1ddbf.png,,,,,,,,,,,,,,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA,2021,COL,Kelloggs,Pringles,Seasonal,Always On,Facebook,Facebook and Instagram,Reach,CPM_Evening Me_Gaming_JUL_16,Evening me,37067,37067,https://ktbo.datatap.adverity.com/i/8/7029d1ddbf.png,7,CPM,CO,5.7,20.96,1009.071,177.03,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,pringles,Facebook Ads Insights,Pringles,301,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021-07-25,7,Mediacom,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,7,6245821280039-7,9679448,CO,,,5.02040012847485,3.60771592749518,0.727408104115257,MCMMIA,2021,COL,KELLOGGS,PRINGLES,SEASONAL,ALWAYSON,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,EVENINGME,Facebook Ads Insights,3,ktboClient
602,61634,REACH,315,248,404,,CO,15,11130,,194,12672,15,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,6245821279839,14231,,6245821280639,,Reach_P 18-35_Always On_JUL_L16,364,248,16240,14216,0,,,6245821280039,29223,,PPG_1_Always On_JUL_L16,4,4,349,315,14231,11130,364,AUCTION,0,,404,61007,602,,USD,,15,349,242,1.010278,2,0,,248,2021-07-26,364,838657116223614,2021-07-26,242,,11040,248,364,23.37,PRINGLES LATAM Miami,AUCTION,,VIDEO,,2021-08-01 03:59:57,2021-07-06 18:00:06,https://ktbo.datatap.adverity.com/i/8/4c95f4db13.png,,,,,,,,,,,,,,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA,2021,COL,Kelloggs,Pringles,Seasonal,Always On,Facebook,Facebook and Instagram,Reach,CPM_Evening Me_Gaming_JUL_16,Evening me,29223,29223,https://ktbo.datatap.adverity.com/i/8/4c95f4db13.png,7,CPM,CO,5.7,20.96,133.209,23.37,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,pringles,Facebook Ads Insights,Pringles,15,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021-07-26,7,Mediacom,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,7,6245821280039-7,9679448,CO,,,5.02040012847485,3.60771592749518,0.727408104115257,MCMMIA,2021,COL,KELLOGGS,PRINGLES,SEASONAL,ALWAYSON,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,EVENINGME,Facebook Ads Insights,3,ktboClient
322,330965,REACH,171,127,243,,CO,25,24723,1,954,29344,25,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,6245821280239,39614,,6245821280639,1,Reach_P 18-35_Always On_JUL_L16,271,127,39654,39586,2,2,,6245821280039,74545,2,PPV_2_Always On_JUL_L16,5,5,243,171,39614,24723,271,AUCTION,0,,243,328641,322,,USD,,25,243,120,1.007072,2,1,,127,2021-07-26,271,838657116223614,2021-07-26,120,,24500,127,271,129.96,PRINGLES LATAM Miami,AUCTION,,VIDEO,,2021-08-01 03:59:57,2021-07-06 18:00:06,https://ktbo.datatap.adverity.com/i/8/d475e4f707.png,,,,,,,,,,,,,,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,MCMMIA,2021,COL,Kelloggs,Pringles,Seasonal,Always On,Facebook,Facebook and Instagram,Reach,CPM_Evening Me_Gaming_JUL_16,Evening me,74545,74545,https://ktbo.datatap.adverity.com/i/8/d475e4f707.png,7,CPM,CO,5.7,20.96,740.772,129.96,MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me_Gaming_JUL_16,pringles,Facebook Ads Insights,Pringles,28,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,2021-07-26,7,Mediacom,MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME,7,6245821280039-7,9679448,CO,,,5.02040012847485,3.60771592749518,0.727408104115257,MCMMIA,2021,COL,KELLOGGS,PRINGLES,SEASONAL,ALWAYSON,FACEBOOK,FACEBOOKANDINSTAGRAM,REACH,CPM,EVENINGME,Facebook Ads Insights,3,ktboClient
